,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,OUT
3627,51.51,9.99,67.94,98.62,30.68,29.67,3
3628,70.05,12.4,45.16,60.62,15.46,45.2,3
3629,66.63,9.92,24.16,36.06,11.9,58.29,3
3630,59.1,9.3,22.41,34.24,11.83,63.19,3
3631,51.31,11.23,15.99,26.87,10.88,66.07,2
3632,44.13,11.93,16.76,25.33,8.57,66.5,2
3633,40.87,11.77,19.2,29.79,10.59,67.0,2
3634,38.4,11.67,27.52,38.56,11.05,61.69,2
3635,34.96,8.83,20.89,31.19,10.3,55.35,1
3636,14.83,5.36,18.71,29.09,10.38,54.97,1
3637,20.33,5.53,18.23,24.91,6.68,57.14,1
3638,18.98,5.17,30.75,39.8,9.04,47.69,2
3639,19.95,4.78,56.95,68.94,11.99,31.93,2
3640,29.73,4.92,73.47,92.24,18.77,22.99,2
3641,37.46,4.81,50.17,60.52,10.35,26.09,2
3642,46.86,4.68,46.25,52.87,6.62,21.26,2
3643,47.81,4.27,51.77,58.11,6.34,14.61,2
3644,40.29,4.18,51.12,57.74,6.62,13.72,2
3645,35.33,4.04,42.8,47.7,4.9,16.3,2
3646,36.19,4.0,39.82,44.57,4.75,15.77,2
3647,30.78,4.06,33.1,37.55,4.45,18.78,2
3648,28.87,4.01,30.36,34.79,4.43,19.29,2
3649,25.05,4.14,40.25,46.71,6.46,13.53,2
3650,18.04,4.02,56.3,70.99,14.68,5.75,2
3651,20.46,4.34,75.39,113.83,38.44,3.17,2
3652,27.22,4.27,87.42,151.65,64.23,3.24,2
3653,24.85,4.73,73.51,124.38,50.87,5.78,2
3654,28.68,4.52,49.37,77.82,28.45,12.71,2
3655,35.4,4.75,26.32,38.1,11.77,26.62,1
3656,6.92,3.95,45.89,64.5,18.61,3.75,1
3657,8.86,3.68,38.58,49.27,10.7,5.86,1
3658,15.01,3.72,37.73,51.81,14.08,7.23,1
3659,21.45,3.62,43.69,58.82,15.13,7.58,2
3660,19.71,3.94,63.02,103.16,40.14,4.94,2
3661,14.86,3.8,58.27,90.14,31.87,8.0,1
3662,14.52,4.12,30.73,49.01,18.28,23.52,1
3663,19.99,4.66,27.15,42.11,14.97,22.84,1
3664,19.16,4.38,20.21,32.16,11.95,29.77,1
3665,15.84,4.7,20.4,32.17,11.77,35.39,1
3666,12.72,4.83,17.64,25.27,7.63,35.56,1
3667,9.06,4.91,23.8,34.41,10.61,34.09,1
3668,6.58,4.89,20.18,28.75,8.57,40.23,1
3669,9.46,4.82,30.98,41.84,10.86,35.85,3
3670,66.3,5.4,169.6,357.37,187.77,3.75,3
3671,73.18,5.03,125.21,262.6,137.38,2.95,3
3672,77.72,5.08,141.09,308.97,167.88,2.98,3
3673,74.32,5.01,147.71,324.96,177.25,3.16,3
3674,65.07,4.38,111.75,232.69,120.94,2.85,3
3675,61.35,4.0,85.13,168.96,83.83,2.62,2
3676,47.74,3.82,66.25,122.17,55.92,2.59,2
3677,34.18,3.46,45.1,68.05,22.96,2.7,2
3678,25.61,3.43,48.95,75.39,26.45,2.73,1
3679,18.2,3.66,46.37,66.18,19.81,3.15,2
3680,12.9,3.72,53.22,83.77,30.56,2.53,2
3681,9.41,3.84,72.1,127.94,55.83,3.34,2
3682,8.55,4.36,90.02,169.17,79.14,6.0,3
3683,33.01,6.05,102.07,187.94,85.87,11.53,3
3684,52.69,4.96,25.82,38.26,12.44,35.39,2
3685,43.9,5.38,19.24,29.22,9.98,38.7,2
3686,42.18,5.58,15.7,23.88,8.18,45.89,2
3687,37.77,5.07,15.6,23.33,7.74,53.49,2
3688,26.96,4.9,14.66,23.41,8.75,55.34,1
3689,19.64,4.78,16.31,23.91,7.6,54.09,1
3690,18.73,4.63,19.16,26.36,7.2,51.88,2
3691,16.7,4.89,56.97,74.36,17.39,32.17,3
3692,15.06,6.03,185.75,349.51,163.76,4.59,4
3693,35.7,6.39,237.0,490.52,253.53,3.38,3
3694,49.85,5.78,187.28,373.28,186.0,3.32,3
3695,62.41,5.25,142.7,266.63,123.92,3.04,3
3696,74.53,5.89,154.25,326.26,172.02,2.77,3
3697,68.84,5.57,136.96,291.01,154.05,2.9,3
3698,59.52,5.32,125.5,260.06,134.56,2.56,3
3699,60.8,4.77,102.32,203.79,101.47,2.64,3
3700,58.21,4.63,96.26,193.37,97.11,2.7,2
3701,49.17,4.15,64.55,109.12,44.57,2.37,2
3702,39.74,4.11,66.67,116.28,49.6,2.66,2
3703,29.49,4.3,68.05,127.62,59.57,2.72,2
3704,23.4,4.71,85.27,170.98,85.71,2.72,3
3705,24.42,4.77,123.33,265.86,142.52,3.08,3
3706,23.66,5.2,135.19,272.56,137.38,4.7,3
3707,41.3,6.15,112.08,211.9,99.82,12.21,3
3708,55.12,6.01,40.9,59.82,18.92,29.93,3
3709,53.39,6.3,26.18,40.48,14.3,37.92,2
3710,42.45,6.27,20.45,31.1,10.66,43.93,2
3711,38.74,7.61,24.07,38.82,14.75,51.23,2
3712,33.32,8.63,23.8,34.96,11.16,48.11,2
3713,31.37,7.98,23.02,32.25,9.23,49.53,2
3714,32.55,8.2,30.56,45.34,14.78,45.98,2
3715,28.51,8.28,53.54,68.2,14.66,30.75,3
3716,34.86,8.29,193.42,379.78,186.36,3.72,3
3717,58.59,8.21,193.58,391.02,197.44,3.75,3
3718,79.13,7.92,161.61,326.88,165.28,3.3,4
3719,97.96,7.6,133.15,255.54,122.39,3.14,4
3720,98.24,7.63,159.36,316.22,156.86,3.29,3
3721,87.82,6.78,115.23,224.42,109.19,2.87,3
3722,80.33,6.49,92.82,174.49,81.66,2.7,3
3723,78.93,6.11,102.22,195.9,93.68,2.87,3
3724,66.62,5.83,126.1,265.16,139.06,3.12,3
3725,67.3,5.56,91.25,174.54,83.28,2.73,3
3726,67.25,5.17,73.65,126.27,52.62,2.78,3
3727,56.92,5.03,38.89,52.65,13.76,3.89,2
3728,48.88,5.04,61.8,110.82,49.01,3.55,3
3729,54.25,5.27,95.58,195.92,100.34,3.08,3
3730,54.18,6.3,117.14,235.84,118.69,4.77,3
3731,63.85,7.73,76.0,130.59,54.59,11.49,3
3732,79.48,8.43,67.34,102.85,35.51,19.37,3
3733,78.25,8.61,61.72,89.15,27.43,28.41,3
3734,71.67,8.42,43.51,60.57,17.07,39.68,3
3735,70.87,7.35,22.97,34.08,11.11,47.57,3
3736,56.4,6.5,20.35,29.03,8.68,48.62,3
3737,52.04,6.03,24.57,37.44,12.87,52.86,2
3738,47.75,5.62,28.17,44.75,16.58,51.23,3
3739,35.51,6.03,101.06,163.34,62.28,22.52,3
3740,36.82,7.56,179.84,341.32,161.48,3.36,4
3741,61.4,8.38,208.19,424.51,216.32,3.72,4
3742,93.53,8.41,179.18,364.81,185.63,3.63,4
3743,128.14,8.01,163.02,328.24,165.22,3.64,4
3744,138.16,7.9,167.09,353.38,186.3,3.28,4
3745,134.02,7.54,141.55,296.27,154.72,3.05,4
3746,116.57,6.13,116.15,219.76,103.61,3.04,4
3747,97.9,5.84,100.44,177.54,77.1,2.91,3
3748,79.55,6.05,100.37,187.68,87.31,2.64,3
3749,73.51,5.45,69.32,108.72,39.4,2.59,3
3750,68.5,4.93,59.0,90.14,31.14,2.81,3
3751,50.63,5.04,70.39,124.81,54.42,2.71,2
3752,43.62,5.51,79.58,151.75,72.17,2.74,3
3753,47.68,5.84,150.95,331.12,180.16,3.02,3
3754,58.23,7.32,195.41,430.67,235.26,3.88,3
3755,57.72,7.2,80.74,106.41,25.67,27.96,4
3756,59.77,8.04,217.66,416.08,198.42,3.61,4
3757,76.09,8.23,258.35,532.8,274.45,3.94,3
3758,80.57,5.53,21.51,30.63,9.12,55.28,3
3759,80.92,4.98,30.89,44.33,13.44,56.34,3
3760,87.09,4.86,44.25,59.03,14.78,47.08,3
3761,87.49,7.29,84.14,115.79,31.66,21.7,4
3762,97.72,6.54,134.62,217.08,82.46,7.31,4
3763,124.85,8.45,232.56,478.75,246.19,3.64,4
3764,138.83,7.64,224.43,462.03,237.61,3.24,4
3765,141.1,7.46,220.77,463.47,242.7,3.23,4
3766,140.28,9.18,212.9,457.87,244.97,3.03,4
3767,137.19,7.4,162.87,336.29,173.43,2.81,4
3768,131.99,7.7,156.72,324.41,167.69,2.8,4
3769,121.58,5.87,93.93,159.67,65.74,2.52,4
3770,98.62,4.89,57.33,79.69,22.36,6.25,3
3771,67.81,4.82,35.29,41.29,6.01,13.07,3
3772,53.62,4.53,31.27,37.66,6.39,15.0,2
3773,44.2,4.19,33.69,44.9,11.21,15.5,2
3774,42.09,4.36,64.21,91.49,27.28,8.5,3
3775,43.42,5.29,140.46,270.02,129.56,3.03,4
3776,49.38,6.93,250.39,551.47,301.07,3.82,3
3777,85.97,6.13,109.32,203.01,93.7,14.82,4
3778,104.64,5.45,26.97,38.77,11.8,36.64,3
3779,89.8,5.16,20.47,29.32,8.85,44.31,3
3780,75.38,4.92,22.52,33.97,11.46,49.63,3
3781,68.39,4.54,19.13,27.28,8.15,50.57,3
3782,59.05,4.67,28.04,38.19,10.15,47.39,3
3783,54.34,4.39,30.05,40.88,10.82,46.31,3
3784,51.97,4.15,36.27,49.16,12.89,42.56,2
3785,46.28,4.59,85.84,120.31,34.47,16.86,4
3786,62.54,6.6,250.69,521.52,270.83,3.48,4
3787,95.52,7.46,291.64,637.22,345.58,3.8,4
3788,117.23,10.26,328.29,741.65,413.36,3.98,4
3789,131.06,7.94,194.51,416.71,222.2,5.37,4
3790,129.37,6.16,26.82,33.87,7.05,29.24,4
3791,103.18,7.17,93.6,161.8,68.2,10.18,4
3792,91.68,6.67,98.18,164.94,66.75,2.72,3
3793,86.96,5.87,89.94,148.71,58.76,2.78,3
3794,69.86,5.22,72.75,109.65,36.91,2.75,3
3795,63.28,5.35,88.08,155.28,67.2,2.66,3
3796,61.53,5.0,54.01,77.39,23.38,6.01,2
3797,48.72,4.51,40.97,51.38,10.41,6.99,2
3798,37.96,4.37,45.52,59.85,14.33,6.45,3
3799,44.02,4.58,107.52,196.94,89.42,3.67,3
3800,48.01,5.35,141.82,278.22,136.4,6.36,3
3801,56.11,5.26,34.25,49.54,15.28,28.79,3
3802,68.85,5.22,19.54,29.7,10.16,41.16,3
3803,73.81,4.94,14.5,21.75,7.24,46.56,3
3804,73.88,4.71,15.33,23.1,7.76,48.08,3
3805,65.54,4.28,18.13,28.79,10.66,45.57,2
3806,47.64,4.22,18.34,27.36,9.03,44.81,2
3807,40.84,4.04,23.18,35.04,11.87,40.13,2
3808,41.81,4.04,30.3,46.31,16.01,38.03,2
3809,36.29,4.0,60.56,79.73,19.16,23.19,3
3810,50.8,4.44,91.02,130.02,39.0,6.72,3
3811,67.36,5.12,155.65,294.59,138.94,2.95,3
3812,69.53,5.39,128.49,234.0,105.51,2.74,3
3813,71.23,4.65,92.69,141.6,48.9,4.11,3
3814,68.17,4.27,78.39,112.19,33.79,9.69,3
3815,63.52,4.25,74.28,106.08,31.8,7.36,3
3816,54.58,4.54,71.22,95.35,24.13,7.57,3
3817,50.98,4.18,57.16,71.54,14.39,6.21,3
3818,54.95,3.74,44.55,55.52,10.97,10.19,2
3819,45.6,4.27,40.14,52.29,12.15,13.82,2
3820,44.82,4.15,44.39,57.48,13.09,12.78,2
3821,41.55,3.84,59.32,88.7,29.38,8.31,2
3822,39.58,4.03,89.26,153.23,63.97,2.85,2
3823,42.25,3.88,97.56,170.49,72.92,3.06,2
3824,41.6,4.48,73.78,120.35,46.57,8.34,2
3825,43.07,4.84,34.94,47.82,12.88,22.54,3
3826,56.77,4.83,29.26,41.61,12.35,26.52,3
3827,61.02,4.56,13.71,21.7,8.0,34.26,3
3828,62.62,4.34,12.72,20.78,8.07,35.97,3
3829,62.14,4.53,13.17,21.5,8.32,36.71,3
3830,55.01,4.34,16.67,25.15,8.48,36.58,3
3831,53.77,4.41,17.19,25.14,7.94,34.77,3
3832,61.98,4.7,43.9,54.94,11.04,23.83,3
3833,66.59,5.02,91.87,132.56,40.69,9.49,3
3834,77.09,5.14,120.15,194.09,73.94,3.31,3
3835,78.24,5.21,118.98,199.83,80.85,3.11,3
3836,82.1,6.44,103.44,182.43,78.99,2.68,4
3837,91.35,6.32,117.45,226.55,109.1,2.8,4
3838,92.41,5.44,116.85,231.98,115.13,2.77,4
3839,95.15,5.33,135.72,284.22,148.5,2.82,4
3840,95.8,4.68,90.22,175.91,85.69,2.82,3
3841,85.44,4.46,91.77,188.94,97.18,2.79,3
3842,80.04,4.1,57.54,100.02,42.48,2.7,3
3843,76.98,3.96,51.73,86.74,35.01,2.58,3
3844,61.08,3.81,50.5,83.96,33.46,2.66,3
3845,52.17,3.86,40.2,53.62,13.42,3.8,3
3846,57.33,4.03,62.52,108.54,46.02,3.05,3
3847,64.21,4.53,68.3,122.87,54.57,5.02,3
3848,67.5,5.65,68.83,117.93,49.1,8.62,3
3849,80.6,5.44,42.98,66.38,23.4,17.26,3
3850,69.51,6.19,28.33,42.59,14.25,24.15,3
3851,61.77,7.02,17.34,28.4,11.06,32.9,3
3852,63.54,8.58,12.3,19.98,7.68,36.65,3
3853,58.41,9.34,11.7,18.87,7.17,36.75,3
3854,54.55,8.57,11.96,18.1,6.14,40.12,2
3855,47.61,7.62,30.76,47.14,16.38,34.16,2
3856,36.48,7.14,40.2,54.99,14.78,26.65,2
3857,46.4,6.65,59.64,76.1,16.46,18.8,3
3858,57.48,6.61,91.97,122.61,30.65,4.64,3
3859,59.99,6.69,99.68,157.92,58.24,4.41,3
3860,76.41,7.31,115.05,211.49,96.44,2.77,3
3861,87.42,6.74,117.23,222.23,105.0,2.77,3
3862,85.81,6.25,128.34,260.24,131.9,2.82,3
3863,86.21,5.7,110.78,211.82,101.04,2.86,3
3864,86.83,5.13,79.68,130.45,50.78,2.61,3
3865,65.48,4.54,23.43,28.75,5.32,21.52,3
3866,55.16,5.32,20.6,30.39,9.79,37.91,3
3867,85.75,6.42,69.2,106.71,37.51,19.46,3
3868,70.71,6.02,23.58,33.36,9.78,38.25,3
3869,62.15,6.71,20.45,31.02,10.57,40.92,3
3870,64.32,6.58,15.34,22.76,7.41,46.04,3
3871,57.26,5.68,14.32,21.73,7.41,48.3,3
3872,50.11,5.21,15.27,23.24,7.97,49.3,2
3873,49.68,4.91,25.22,33.76,8.53,42.24,2
3874,44.7,5.29,82.33,123.72,41.39,19.4,4
3875,54.6,6.72,220.11,449.62,229.51,3.22,4
3876,86.42,6.85,210.0,435.42,225.42,3.53,4
3877,104.09,6.67,141.61,278.93,137.31,3.34,4
3878,110.24,6.12,98.3,161.76,63.46,3.06,4
3879,112.79,4.67,45.96,61.94,15.98,14.42,4
3880,112.79,4.67,45.96,61.94,15.98,14.42,3
3881,73.6,4.6,68.83,96.27,27.43,4.29,3
3882,57.7,4.48,42.79,52.16,9.37,10.33,2
3883,29.22,4.15,33.01,40.32,7.32,12.11,2
3884,31.85,4.52,13.34,21.84,8.5,38.74,1
3885,24.26,4.31,14.73,23.87,9.13,38.19,1
3886,17.4,4.04,14.39,21.47,7.08,39.5,1
3887,18.08,3.99,26.61,37.69,11.08,34.25,1
3888,19.06,4.2,49.94,65.79,15.85,23.84,5
3889,180.77,5.13,146.68,264.34,117.66,4.28,5
3890,196.53,6.08,232.52,491.63,259.11,3.33,4
3891,117.75,6.27,205.96,442.69,236.72,3.56,4
3892,109.92,6.02,168.38,364.96,196.57,3.06,4
3893,119.37,6.26,137.05,290.67,153.63,2.54,4
3894,114.34,5.97,160.54,358.35,197.81,2.87,4
3895,115.02,5.62,125.69,272.8,147.12,2.47,4
3896,103.09,5.98,128.67,276.77,148.1,2.53,3
3897,67.5,5.26,108.56,228.09,119.53,2.58,3
3898,52.49,4.9,85.33,172.23,86.91,2.73,3
3899,51.41,4.19,52.59,81.94,29.35,2.4,3
3900,52.01,5.46,41.66,56.94,15.27,21.92,3
3901,54.87,5.98,59.41,79.14,19.73,15.97,3
3902,59.87,5.27,67.01,94.65,27.64,12.67,3
3903,60.9,6.22,129.2,237.3,108.1,3.87,4
3904,94.8,5.58,101.87,174.03,72.16,4.22,4
3905,93.51,4.26,43.58,56.64,13.06,21.7,4
3906,113.62,3.89,34.06,41.45,7.38,24.71,4
3907,96.31,3.66,40.24,46.87,6.62,18.39,2
3908,48.9,3.7,52.96,64.53,11.56,14.95,2
3909,28.34,3.45,43.46,49.86,6.39,15.95,1
3910,20.78,3.67,35.47,40.96,5.49,16.04,1
3911,15.54,3.56,33.63,39.71,6.08,15.67,1
3912,12.21,3.46,21.93,27.76,5.83,20.42,1
3913,12.95,3.44,21.17,28.18,7.01,19.84,1
3914,11.4,3.47,21.05,26.32,5.28,14.44,1
3915,8.57,3.5,47.81,67.73,19.92,6.94,2
3916,6.48,3.73,95.1,174.29,79.19,4.12,2
3917,4.78,4.02,88.23,148.64,60.41,4.1,2
3918,9.72,3.78,68.7,106.53,37.83,8.48,1
3919,16.11,3.6,39.45,62.21,22.76,16.7,1
3920,14.68,3.66,15.94,24.26,8.32,27.58,1
3921,14.13,3.83,16.29,25.78,9.5,32.48,1
3922,14.71,4.12,21.58,30.54,8.96,38.04,1
3923,20.77,4.14,29.33,38.49,9.16,34.1,2
3924,21.78,4.17,64.22,78.04,13.82,19.03,3
3925,28.59,4.81,164.87,298.91,134.04,4.01,3
3926,57.98,5.04,194.39,385.73,191.34,3.1,3
3927,67.3,4.94,171.67,346.0,174.33,2.82,3
3928,76.98,5.03,180.12,388.82,208.71,3.09,3
3929,86.66,4.54,136.84,276.15,139.32,2.65,3
3930,79.11,4.61,137.13,287.1,149.97,2.8,3
3931,72.7,3.93,77.14,117.52,40.38,2.71,3
3932,68.08,3.57,65.83,95.46,29.64,3.22,3
3933,52.63,3.48,35.1,43.22,8.12,11.21,2
3934,39.27,3.63,30.66,38.77,8.11,10.64,2
3935,35.74,3.64,24.8,32.9,8.1,14.23,2
3936,29.11,3.52,37.1,48.82,11.72,8.12,2
3937,22.12,3.64,54.67,80.29,25.63,3.75,2
3938,19.84,3.6,81.11,142.45,61.34,2.7,3
3939,23.1,3.98,115.39,236.92,121.53,3.64,2
3940,37.93,3.66,73.5,120.88,47.38,10.23,2
3941,49.91,3.9,22.11,32.38,10.27,25.19,2
3942,43.63,3.94,21.02,32.52,11.5,29.79,2
3943,39.22,4.19,21.8,34.8,13.0,31.84,2
3944,37.03,4.36,21.68,32.7,11.02,34.85,2
3945,33.71,4.21,18.07,26.58,8.51,39.0,2
3946,30.87,3.97,20.5,29.6,9.11,39.77,2
3947,34.68,4.06,33.06,43.64,10.59,31.06,2
3948,38.83,4.01,57.01,78.39,21.38,18.71,3
3949,44.55,4.73,130.04,243.37,113.33,6.27,3
3950,56.6,5.2,100.44,179.23,78.79,3.63,3
3951,60.5,4.28,49.52,68.78,19.26,12.18,3
3952,55.26,5.4,65.51,108.96,43.45,7.66,3
3953,52.49,4.06,41.25,64.39,23.14,12.44,2
3954,46.24,3.92,39.27,52.5,13.23,11.2,2
3955,44.75,3.87,59.81,85.03,25.22,4.19,2
3956,43.87,3.82,29.64,39.39,9.75,13.83,2
3957,40.52,3.74,12.81,19.13,6.32,21.89,2
3958,35.66,3.7,11.11,16.6,5.5,24.04,2
3959,35.36,3.68,12.04,17.62,5.58,24.99,2
3960,30.2,3.84,9.73,14.82,5.09,26.66,1
3961,21.95,3.76,18.05,24.38,6.33,21.66,2
3962,26.26,3.88,50.8,80.12,29.32,12.5,2
3963,30.49,3.64,22.91,32.23,9.33,21.44,2
3964,31.72,3.78,17.92,26.22,8.3,25.63,2
3965,35.85,3.99,15.61,24.14,8.53,28.33,2
3966,33.84,3.78,14.3,22.51,8.21,30.64,2
3967,30.71,3.73,12.41,19.94,7.54,35.38,2
3968,35.18,3.8,11.92,19.61,7.69,34.33,2
3969,34.24,3.74,14.5,22.77,8.27,33.48,2
3970,34.84,3.74,17.18,25.62,8.44,32.61,2
3971,43.31,3.65,18.49,29.5,11.01,28.92,2
3972,48.95,3.69,23.47,32.77,9.3,25.51,3
3973,63.62,3.65,29.44,42.14,12.71,20.38,3
3974,80.4,3.97,26.11,37.17,11.06,19.15,4
3975,94.18,3.91,28.01,43.6,15.59,19.68,4
3976,108.89,3.83,23.67,35.23,11.56,16.52,4
3977,115.11,3.62,20.6,31.02,10.42,16.65,4
3978,107.22,3.54,16.16,24.08,7.93,17.41,4
3979,104.63,3.42,16.84,25.08,8.25,17.44,4
3980,109.25,3.62,10.99,15.96,4.97,20.21,4
3981,95.53,3.54,13.5,18.69,5.19,18.2,3
3982,89.08,3.58,16.1,20.94,4.84,16.16,4
3983,90.68,3.67,33.08,42.38,9.29,6.72,3
3984,87.43,3.51,22.65,29.46,6.8,13.52,3
3985,88.4,3.56,16.53,23.34,6.81,28.84,4
3986,96.91,3.45,39.17,56.92,17.74,25.13,4
3987,97.56,3.63,38.19,55.85,17.66,26.21,4
3988,98.82,4.08,28.68,40.18,11.49,28.05,4
3989,100.91,4.55,29.7,48.64,18.94,30.31,3
3990,89.04,4.34,12.76,20.35,7.59,40.34,3
3991,76.69,4.22,14.74,23.67,8.92,41.18,3
3992,61.7,4.03,16.5,24.67,8.17,42.08,5
3993,193.37,5.0,25.34,36.96,11.62,38.08,4
3994,104.16,4.38,25.85,39.48,13.63,40.99,1
3995,9.8,4.16,35.54,46.86,11.32,34.01,2
3996,28.04,4.36,95.37,131.67,36.3,9.72,3
3997,43.5,5.3,189.42,379.45,190.03,3.11,4
3998,93.32,5.96,175.98,353.34,177.36,3.02,4
3999,95.0,5.93,135.3,255.62,120.32,2.97,3
4000,80.72,5.78,128.94,252.26,123.32,2.87,3
4001,79.48,5.96,122.35,244.24,121.89,3.06,3
4002,45.51,5.72,111.38,229.07,117.7,2.54,3
4003,54.04,5.45,100.35,206.28,105.94,2.59,2
4004,38.78,5.29,76.51,145.87,69.35,2.52,2
4005,28.29,4.89,68.71,123.98,55.27,2.53,2
4006,32.78,5.01,93.48,190.46,96.97,2.53,2
4007,32.51,4.74,70.6,128.24,57.64,2.57,2
4008,25.1,4.22,74.01,139.15,65.14,2.8,3
4009,26.17,4.59,106.4,219.5,113.1,2.8,2
4010,29.36,4.59,95.23,184.97,89.74,4.05,2
4011,38.65,6.01,80.22,138.13,57.91,9.16,2
4012,45.36,6.77,43.51,63.38,19.88,24.39,2
4013,46.21,7.02,31.8,46.48,14.68,32.58,2
4014,44.38,7.01,24.36,43.28,18.92,39.86,2
4015,45.02,6.85,16.65,24.83,8.18,43.23,2
4016,37.52,6.32,14.5,22.22,7.72,48.26,2
4017,26.84,5.95,13.97,21.37,7.4,49.44,2
4018,26.56,5.77,24.08,34.35,10.28,45.17,1
4019,23.04,5.8,37.68,48.37,10.68,36.26,1
4020,20.6,5.44,47.59,59.58,11.99,30.56,3
4021,22.57,6.29,104.3,162.38,58.09,8.19,3
4022,27.55,7.69,114.1,191.05,76.95,2.96,2
4023,39.14,8.39,89.58,121.03,31.45,5.4,2
4024,38.07,6.69,89.18,123.93,34.75,5.81,3
4025,28.2,6.15,128.69,244.48,115.8,2.92,3
4026,34.03,5.47,126.33,244.54,118.21,2.74,2
4027,35.53,4.66,89.32,164.32,75.0,2.49,2
4028,29.16,4.06,52.72,74.93,22.21,2.93,2
4029,30.97,4.05,44.53,55.13,10.6,5.67,2
4030,26.52,3.87,42.64,53.69,11.05,6.27,2
4031,22.55,4.26,74.67,123.58,48.9,2.86,2
4032,26.26,4.44,99.9,185.81,85.91,2.66,3
4033,26.3,4.87,115.87,226.79,110.92,4.3,3
4034,49.74,6.42,139.3,270.4,131.1,6.23,4
4035,98.48,5.67,21.93,32.78,10.85,37.56,3
4036,66.92,5.46,15.83,29.15,13.32,41.92,3
4037,55.07,5.44,14.35,22.96,8.62,47.47,2
4038,48.3,5.35,15.24,23.78,8.54,48.15,2
4039,44.52,5.11,18.19,26.59,8.4,47.44,2
4040,44.05,5.21,45.02,62.62,17.6,37.81,3
4041,39.47,5.36,101.31,146.06,44.76,13.77,4
4042,55.84,6.49,236.91,487.54,250.62,3.63,3
4043,86.56,6.91,187.5,367.81,180.31,3.59,4
4044,98.78,7.0,191.63,396.97,205.34,3.93,4
4045,112.01,7.19,191.05,411.51,220.46,3.24,4
4046,124.18,6.84,144.56,305.76,161.2,2.69,4
4047,106.0,6.32,132.04,272.13,140.09,2.65,4
4048,97.03,5.7,112.13,225.7,113.56,2.6,3
4049,85.97,4.95,91.08,174.87,83.79,2.49,3
4050,72.51,4.76,83.24,157.61,74.36,2.46,3
4051,62.81,4.43,71.51,123.98,52.47,2.42,3
4052,51.77,4.23,60.9,92.51,31.62,2.83,2
4053,40.26,4.07,53.79,72.8,19.02,3.64,2
4054,33.67,4.44,71.51,110.57,39.06,2.61,3
4055,37.68,4.7,112.55,215.06,102.52,2.79,2
4056,38.47,4.86,97.57,183.53,85.96,3.86,3
4057,54.9,6.12,65.09,111.64,46.55,9.24,2
4058,37.83,4.4,17.2,26.32,9.12,35.49,2
4059,37.05,4.09,18.56,27.03,8.47,33.94,2
4060,42.6,3.72,18.83,28.88,10.06,32.14,2
4061,41.37,3.7,31.14,47.77,16.62,25.45,2
4062,38.46,3.71,24.16,35.37,11.21,26.62,2
4063,36.1,3.93,30.55,43.98,13.43,22.86,2
4064,32.07,4.14,25.7,35.82,10.13,22.91,2
4065,38.52,4.06,22.67,32.67,10.01,23.25,2
4066,44.5,4.18,18.11,27.42,9.31,26.09,2
4067,37.18,4.39,14.61,21.78,7.16,26.98,2
4068,30.76,4.21,12.09,17.4,5.3,28.0,2
4069,27.56,4.11,11.42,17.4,5.98,26.43,1
4070,21.75,4.21,9.74,16.23,6.5,29.28,1
4071,20.54,4.19,7.91,12.44,4.54,30.13,1
4072,24.85,4.12,7.79,13.14,5.35,31.6,2
4073,29.47,4.07,7.97,12.7,4.73,29.81,2
4074,25.99,3.89,10.43,16.81,6.38,28.14,2
4075,26.78,3.98,11.22,17.08,5.86,29.45,1
4076,23.42,3.74,15.6,21.9,6.29,29.67,1
4077,16.48,3.78,27.83,35.71,7.88,22.9,1
4078,12.06,3.7,30.04,40.53,10.49,21.17,1
4079,8.98,3.72,16.15,24.06,7.9,28.0,1
4080,6.72,3.93,27.65,39.9,12.25,25.64,1
4081,7.62,3.71,28.93,40.42,11.49,31.88,1
4082,10.84,3.81,25.07,35.31,10.24,34.81,1
4083,9.89,3.91,16.35,25.7,9.35,39.55,1
4084,7.28,4.02,22.7,32.96,10.26,39.07,1
4085,5.29,4.01,24.13,35.08,10.96,37.86,1
4086,3.75,3.81,42.94,58.71,15.77,30.46,1
4087,2.98,4.07,46.74,68.75,22.01,29.92,1
4088,2.65,4.06,33.37,40.75,7.38,33.62,2
4089,5.83,4.29,57.5,69.71,12.21,21.27,2
4090,6.52,4.23,54.88,69.48,14.6,18.94,2
4091,4.85,4.05,57.38,67.52,10.14,19.38,2
4092,5.56,3.91,53.23,59.77,6.53,20.12,2
4093,7.52,3.85,53.6,64.12,10.52,21.4,1
4094,7.41,3.86,41.0,48.09,7.09,24.07,1
4095,6.3,3.73,33.64,38.88,5.24,24.47,1
4096,5.44,3.75,28.9,33.94,5.04,28.06,1
4097,4.17,3.72,25.31,30.71,5.4,29.38,2
4098,5.06,3.86,65.76,104.44,38.68,19.12,2
4099,5.07,4.06,89.08,151.64,62.56,13.89,3
4100,3.85,4.38,107.64,201.64,93.99,14.88,1
4101,5.87,3.96,49.6,77.62,28.02,24.4,2
4102,15.71,3.06,85.62,202.18,116.56,85.75,1
4103,20.02,4.08,24.77,33.82,9.05,32.2,2
4104,29.41,4.66,29.25,39.47,10.22,33.28,2
4105,27.24,4.47,29.54,39.24,9.69,27.51,2
4106,26.98,4.12,40.97,53.63,12.66,18.02,2
4107,32.6,4.05,47.98,68.13,20.15,13.62,2
