,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3,OUT
2909,26.79,4.14,3.52,23.22,26.4,3.18,54.71,2
2910,31.68,4.64,3.45,24.4,27.15,2.75,46.64,2
2911,31.66,4.95,3.25,29.93,33.04,3.11,43.42,2
2912,32.56,4.88,3.4,13.85,16.57,2.72,40.25,2
2913,27.38,4.73,3.35,9.16,11.84,2.68,39.99,2
2914,28.87,5.05,3.31,7.28,10.0,2.72,43.27,2
2915,25.18,4.66,3.26,6.38,9.29,2.91,42.15,1
2916,19.72,4.17,3.18,9.5,13.18,3.68,36.75,2
2917,25.35,3.82,3.29,6.24,9.27,3.04,40.86,1
2918,23.51,4.01,3.15,10.54,13.54,3.0,47.28,1
2919,23.8,4.3,3.3,23.14,29.96,6.82,41.47,2
2920,25.32,4.31,3.48,33.25,44.29,11.04,44.89,2
2921,45.84,4.1,3.31,31.43,40.76,9.33,67.47,2
2922,48.33,4.28,3.45,20.34,29.22,8.88,65.51,2
2923,49.42,4.12,3.46,17.85,24.73,6.89,66.43,4
2924,96.34,15.31,9.91,32.27,41.08,8.82,83.85,3
2925,88.85,14.41,9.85,28.18,36.88,8.71,92.62,3
2926,83.49,14.21,10.02,25.24,31.35,6.1,95.86,3
2927,83.16,11.74,10.28,35.38,41.69,6.31,86.24,3
2928,75.2,9.91,10.41,63.12,72.38,9.26,64.57,3
2929,70.0,9.06,10.8,58.76,64.42,5.67,57.38,3
2930,67.48,8.34,11.0,75.22,83.94,8.71,36.33,3
2931,73.8,8.83,11.18,104.51,122.1,17.59,16.45,3
2932,80.22,10.85,9.8,48.29,59.42,11.13,42.27,3
2933,87.5,18.91,3.91,35.89,42.12,6.23,40.52,3
2934,83.8,17.76,3.63,20.59,25.74,5.15,45.2,3
2935,70.17,14.5,3.51,11.54,16.3,4.76,49.88,3
2936,59.79,12.23,3.65,15.79,21.27,5.48,36.94,3
2937,52.95,10.78,3.72,17.59,23.16,5.57,43.16,3
2938,52.06,9.22,3.81,8.61,13.25,4.64,68.49,3
2939,51.04,9.22,3.76,16.47,21.43,4.96,58.55,2
2940,45.96,9.9,3.88,50.17,60.58,10.41,41.39,2
2941,48.27,8.79,4.31,48.38,63.38,15.0,59.47,3
2942,54.52,12.09,4.67,43.45,55.34,11.89,63.57,3
2943,59.26,17.07,4.54,46.73,59.43,12.7,67.15,3
2944,83.05,18.93,4.39,38.36,49.48,11.12,78.04,4
2945,101.56,22.02,4.24,27.73,35.89,8.16,98.35,3
2946,66.65,9.93,4.79,27.4,34.74,7.34,90.88,3
2947,65.28,8.76,4.19,28.74,35.74,7.0,61.39,3
2948,62.82,7.81,4.18,27.21,33.66,6.45,54.76,3
2949,58.36,6.97,4.29,21.87,26.75,4.88,56.68,3
2950,62.08,6.38,3.78,14.82,19.56,4.74,46.4,3
2951,71.78,5.96,3.62,20.23,25.56,5.33,40.99,3
2952,72.98,5.97,3.37,15.41,20.39,4.98,44.53,3
2953,59.66,6.33,3.42,11.41,16.0,4.59,46.23,2
2954,47.29,6.57,3.41,12.88,18.04,5.16,48.85,2
2955,40.86,6.82,3.15,12.32,17.08,4.76,42.49,2
2956,36.77,6.91,3.19,18.13,23.3,5.17,44.2,2
2957,40.2,7.0,3.08,7.36,11.75,4.39,47.57,2
2958,35.87,7.12,3.11,6.41,10.83,4.42,47.35,2
2959,34.21,7.01,3.05,5.9,10.31,4.41,42.93,2
2960,37.72,6.7,2.99,7.69,12.26,4.57,42.66,2
2961,34.41,6.42,3.08,14.24,19.55,5.31,40.2,2
2962,33.33,6.64,2.95,19.82,27.22,7.4,41.89,2
2963,38.8,10.66,3.0,20.66,28.69,8.03,49.26,2
2964,47.86,14.69,3.04,17.86,25.4,7.54,58.7,3
2965,55.26,14.87,3.0,21.5,29.81,8.31,68.11,3
2966,60.26,17.6,3.25,20.72,28.64,7.92,64.71,3
2967,63.57,16.37,3.19,20.34,28.24,7.9,67.86,3
2968,61.32,13.42,3.22,20.23,28.16,7.93,65.82,3
2969,62.14,12.26,3.4,19.31,27.5,8.19,71.61,3
2970,65.67,11.78,3.21,18.12,25.08,6.96,64.47,3
2971,62.32,10.42,3.34,22.93,29.13,6.2,58.82,3
2972,56.0,9.25,3.55,22.41,28.66,6.25,56.07,3
2973,52.85,8.18,3.28,14.4,18.92,4.52,50.03,2
2974,47.18,7.51,3.24,10.76,15.49,4.73,51.48,2
2975,43.84,7.14,3.12,11.34,16.25,4.91,46.05,2
2976,40.38,7.02,3.01,9.77,14.02,4.25,54.07,2
2977,38.27,6.76,2.93,12.17,16.83,4.66,40.29,2
2978,36.84,6.98,2.87,10.34,14.61,4.27,40.21,2
2979,29.78,6.86,2.91,7.5,11.8,4.3,35.96,1
2980,24.43,6.56,2.94,8.53,13.13,4.6,32.0,2
2981,27.64,8.42,3.04,5.42,9.83,4.41,48.96,1
2982,20.88,8.01,2.86,5.14,9.55,4.41,34.66,1
2983,17.35,7.43,3.03,6.78,12.28,5.5,47.6,1
2984,15.52,7.26,2.95,6.82,11.81,4.99,31.23,1
2985,13.42,8.06,2.89,9.56,14.53,4.97,26.34,1
2986,12.51,8.87,2.87,8.36,13.02,4.66,25.15,1
2987,11.04,8.1,2.86,8.63,13.56,4.93,33.15,1
2988,11.91,7.35,2.84,14.1,19.7,5.6,29.13,1
2989,22.62,6.85,2.89,18.68,26.02,7.34,26.26,1
2990,20.96,7.07,2.96,31.11,40.61,9.5,0.88,1
2991,18.1,6.93,2.9,37.73,45.52,7.79,55.43,2
2992,14.63,6.48,2.74,79.38,93.58,14.2,46.82,2
2993,15.96,6.79,2.77,33.22,41.26,8.04,65.03,1
2994,13.12,6.66,2.81,28.59,35.28,6.69,26.27,1
2995,13.53,6.5,2.73,20.46,26.15,5.69,32.63,1
2996,15.02,7.94,2.88,37.67,44.94,7.27,35.73,1
2997,14.76,9.82,2.8,21.18,26.47,5.29,42.65,1
2998,14.22,9.23,2.93,33.65,39.81,6.16,26.89,2
2999,11.84,8.74,2.82,61.29,72.42,11.13,11.39,2
3000,18.34,10.82,2.7,24.73,31.58,6.85,97.78,2
3001,25.91,13.7,2.85,12.07,17.17,5.1,98.92,1
3002,21.51,11.78,2.8,30.54,38.28,7.74,2.78,1
3003,19.41,10.27,2.84,26.92,34.39,7.47,44.29,1
3004,15.84,9.48,2.94,29.46,36.55,7.09,21.91,2
3005,16.93,9.42,2.94,85.99,120.51,34.52,7.63,2
3006,31.35,8.69,2.8,47.82,63.72,15.9,63.82,2
3007,28.98,8.24,2.94,40.77,51.53,10.76,58.22,2
3008,27.42,9.74,2.79,34.33,44.67,10.34,50.92,2
3009,27.48,11.24,2.76,46.73,61.07,14.34,62.21,2
3010,21.18,9.82,2.7,34.1,46.95,12.85,88.3,2
3011,20.36,8.95,2.9,47.38,65.09,17.71,70.38,2
3012,42.36,11.14,2.84,39.13,51.76,12.63,99.36,3
3013,64.75,13.38,2.9,32.15,41.59,9.44,61.64,3
3014,60.92,12.56,2.73,53.95,64.69,10.74,42.23,3
3015,56.9,12.57,2.68,52.8,59.32,6.52,42.15,2
3016,46.86,10.3,3.11,69.95,80.82,10.87,21.37,3
3017,48.16,9.12,3.39,105.62,146.71,41.09,19.44,3
3018,51.75,8.73,3.38,101.1,148.45,47.35,21.67,3
3019,51.47,8.13,3.31,91.48,135.97,44.49,11.87,3
3020,59.38,9.61,3.33,119.34,208.62,89.28,16.46,3
3021,58.38,11.34,3.4,113.15,200.13,86.98,10.47,3
3022,52.06,13.6,3.23,100.39,164.54,64.15,7.85,3
3023,59.24,18.16,3.06,87.73,129.26,41.53,18.31,3
3024,53.32,16.64,2.94,40.85,59.3,18.45,33.39,2
3025,38.99,13.99,2.72,7.9,12.12,4.22,25.64,2
3026,33.37,12.06,2.87,10.22,14.41,4.19,22.32,2
3027,28.23,10.56,2.74,20.92,28.8,7.88,29.29,1
3028,23.35,9.53,2.75,28.02,39.73,11.71,32.14,1
3029,23.58,8.91,2.81,26.43,37.35,10.92,46.22,2
3030,25.88,8.1,2.79,25.54,36.16,10.62,74.39,2
3031,29.36,7.17,2.84,25.37,35.59,10.22,108.75,3
3032,33.62,7.41,2.72,24.02,32.34,8.32,164.11,2
3033,44.76,7.96,3.07,28.8,36.44,7.64,99.06,3
3034,57.44,7.35,3.07,29.19,36.49,7.3,106.73,3
3035,83.65,6.89,3.05,34.05,42.44,8.39,84.85,4
3036,106.86,6.32,3.45,47.3,56.4,9.1,64.52,4
3037,99.69,14.82,3.44,99.52,117.99,18.47,27.81,4
3038,90.78,16.43,3.53,95.4,128.79,33.39,29.93,3
3039,61.39,14.51,2.99,34.7,41.45,6.75,74.57,3
3040,61.21,12.51,2.97,72.5,83.69,11.19,61.65,3
3041,55.56,11.42,3.0,91.29,99.35,8.06,7.96,3
3042,54.9,9.59,2.78,36.22,40.54,4.32,35.19,3
3043,51.73,11.58,2.73,23.9,28.82,4.92,89.97,2
3044,46.87,14.09,2.72,15.4,19.56,4.16,56.12,2
3045,42.39,11.83,2.64,10.74,14.77,4.03,18.48,2
3046,38.35,10.79,2.6,8.93,12.91,3.98,15.45,2
3047,32.58,9.83,2.62,9.17,13.57,4.4,21.06,2
3048,29.62,8.98,2.52,6.45,10.28,3.83,21.72,2
3049,29.87,8.69,2.75,5.76,9.48,3.72,16.66,1
3050,23.24,8.22,2.7,5.31,8.96,3.65,20.65,1
3051,18.18,7.76,2.74,5.55,9.08,3.53,18.86,1
3052,15.75,7.5,2.62,9.82,14.36,4.54,17.03,1
3053,18.07,6.94,2.74,22.68,31.51,8.83,21.19,1
3054,19.77,6.56,2.78,26.73,37.16,10.43,39.76,1
3055,23.74,6.7,2.7,26.64,37.68,11.04,43.88,2
3056,31.6,7.07,2.73,21.73,30.68,8.95,26.36,2
3057,32.03,8.86,2.72,18.91,28.09,9.18,64.08,2
3058,33.13,11.04,2.66,15.11,21.37,6.26,91.56,2
3059,32.76,9.09,2.92,20.64,28.77,8.13,100.78,3
3060,30.83,8.33,2.85,20.73,29.25,8.52,136.54,2
3061,34.58,7.81,3.11,21.7,29.43,7.73,67.58,2
3062,39.33,7.71,3.02,32.19,40.36,8.17,47.05,2
3063,40.38,7.17,3.18,42.17,49.74,7.57,39.14,2
3064,36.79,6.93,2.83,38.66,43.42,4.76,29.74,2
3065,32.39,7.3,2.88,47.3,51.41,4.11,26.05,2
3066,32.68,7.16,2.88,19.22,22.86,3.64,44.93,2
3067,33.86,6.81,2.83,14.45,18.33,3.88,45.49,2
3068,30.86,6.86,2.79,11.51,14.99,3.48,41.54,2
3069,26.98,6.84,2.92,10.49,14.03,3.54,40.63,1
3070,21.47,6.69,2.79,7.34,10.78,3.44,46.77,1
3071,16.87,6.61,2.81,6.15,9.58,3.43,49.51,1
3072,13.99,6.84,2.74,5.5,8.99,3.49,51.19,1
3073,11.78,6.9,2.75,4.93,8.35,3.42,56.8,2
3074,9.99,6.83,2.8,5.33,8.73,3.4,60.31,2
3075,8.97,6.7,2.91,8.15,11.72,3.57,63.15,1
3076,8.76,6.33,2.8,20.48,27.28,6.8,57.54,1
3077,11.18,6.06,2.99,29.54,39.39,9.85,56.29,2
3078,17.8,6.13,3.19,25.75,35.16,9.41,61.25,2
3079,26.13,6.42,3.11,25.93,35.41,9.48,65.53,2
3080,33.03,6.35,3.22,22.33,30.46,8.13,72.0,2
3081,34.93,6.39,3.18,19.46,26.5,7.04,72.87,2
3082,31.3,6.73,3.2,15.14,21.49,6.35,77.19,2
3083,27.73,7.11,3.09,22.78,28.17,5.39,67.65,2
3084,27.84,6.89,3.08,51.94,60.74,8.8,92.91,1
3085,21.42,6.76,2.92,26.71,34.22,7.51,58.34,1
3086,23.32,7.51,2.84,37.26,44.91,7.65,35.33,1
3087,23.5,7.97,3.04,48.95,55.58,6.63,19.33,1
3088,17.95,7.08,3.0,44.71,51.26,6.55,19.79,1
3089,16.98,6.46,3.02,45.53,52.18,6.65,20.7,1
3090,20.0,6.36,3.19,22.13,26.32,4.19,45.27,1
3091,21.68,6.53,3.44,33.97,41.53,7.56,35.58,1
3092,20.3,6.29,3.62,22.99,27.37,4.38,47.26,1
3093,16.16,6.06,3.44,15.72,19.75,4.03,50.44,1
3094,15.96,5.94,3.38,9.56,13.15,3.59,54.37,1
3095,16.44,5.8,3.32,7.43,10.91,3.48,53.78,1
3096,13.44,5.82,3.04,5.87,9.34,3.47,55.77,1
3097,12.62,6.23,2.98,6.31,9.69,3.38,52.42,1
3098,12.99,6.48,3.14,9.96,13.55,3.59,49.38,1
3099,11.9,6.72,2.94,19.77,26.01,6.24,47.6,1
3100,11.31,7.04,2.95,28.78,39.02,10.24,43.76,1
3101,20.43,7.1,2.9,32.2,44.59,12.39,44.07,2
3102,33.32,7.37,2.97,29.22,41.44,12.22,50.74,2
3103,33.14,8.32,2.89,25.07,35.21,10.14,62.98,2
3104,38.42,12.08,3.0,19.83,27.23,7.4,70.21,3
3105,51.22,14.57,3.02,18.61,25.89,7.28,75.13,3
3106,55.69,12.34,2.95,28.54,36.76,8.22,78.81,3
3107,55.36,10.98,3.16,21.44,27.79,6.35,88.44,3
3108,51.76,9.75,2.94,22.45,28.08,5.63,91.91,3
3109,59.76,8.54,3.2,41.88,49.01,7.13,80.96,3
3110,65.96,7.68,3.26,45.7,51.36,5.66,68.28,3
3111,56.13,7.0,3.33,46.24,52.38,6.14,43.1,2
3112,48.0,6.56,3.23,22.29,26.31,4.02,52.95,2
3113,39.39,6.09,3.42,12.13,15.88,3.75,60.68,2
3114,35.42,5.97,3.36,22.67,27.62,4.95,46.87,2
3115,27.21,5.96,3.21,29.03,33.81,4.78,38.88,1
3116,23.67,5.67,3.31,12.42,16.0,3.58,51.1,1
3117,21.78,5.47,3.18,8.47,12.11,3.64,52.38,3
3118,68.48,7.51,4.19,46.08,58.99,12.91,77.34,1
3119,21.29,5.03,3.24,24.29,37.4,13.11,58.66,2
3120,22.5,5.03,3.5,25.46,37.92,12.46,61.7,2
3121,27.04,5.03,3.44,22.11,31.93,9.82,68.72,2
3122,30.28,5.03,3.5,20.86,31.01,10.15,69.72,2
3123,6.71,5.0,3.41,21.9,32.5,10.6,68.64,2
3124,38.32,6.44,3.8,28.28,40.49,12.21,65.88,2
3125,35.3,6.18,3.86,28.29,39.97,11.68,64.8,2
3126,26.76,6.27,3.55,38.63,51.26,12.63,58.42,2
3127,21.12,6.49,3.58,56.94,68.76,11.82,45.08,2
3128,20.1,6.1,3.77,75.95,86.67,10.72,23.89,2
3129,22.52,5.77,3.84,50.45,56.27,5.82,37.7,1
3130,19.11,5.54,3.45,30.79,35.85,5.06,46.4,1
3131,21.55,5.38,3.57,24.95,30.06,5.11,52.5,2
3132,18.79,5.26,3.56,12.26,17.1,4.84,60.52,2
3133,15.21,5.81,3.41,9.42,14.25,4.83,62.25,2
3134,15.7,6.4,3.37,7.65,12.45,4.8,61.8,2
3135,19.48,6.75,3.15,6.52,11.27,4.75,61.82,2
3136,16.53,6.29,3.27,6.47,11.21,4.74,63.06,2
3137,13.58,5.9,3.33,5.65,10.28,4.63,65.73,2
3138,13.31,5.63,3.21,6.28,11.1,4.82,65.26,2
3139,11.01,5.44,3.13,13.77,19.17,5.4,60.11,2
3140,14.45,6.06,3.33,55.42,73.69,18.27,32.72,2
3141,25.91,5.91,3.33,45.6,64.13,18.53,44.73,2
3142,25.36,6.37,3.36,28.04,40.37,12.33,59.97,2
3143,24.26,6.03,3.49,25.07,36.83,11.76,62.96,2
3144,30.22,5.72,3.64,26.26,38.7,12.44,66.33,2
3145,30.54,6.18,3.38,17.38,26.5,9.12,70.4,2
3146,31.04,6.45,3.59,20.31,30.7,10.39,70.52,2
3147,26.06,6.67,3.44,22.25,32.62,10.37,72.69,2
3148,21.09,6.22,3.55,27.5,38.74,11.24,72.58,2
3149,30.78,5.86,3.72,30.6,40.53,9.93,74.55,2
3150,24.67,5.6,3.86,40.68,52.0,11.32,63.16,2
3151,19.2,5.54,3.8,82.77,99.5,16.73,32.78,3
3152,18.0,5.39,3.95,114.89,138.28,23.39,8.49,3
3153,25.99,5.27,3.78,125.0,165.73,40.73,3.78,2
3154,28.18,5.19,3.9,50.11,59.71,9.6,40.26,3
3155,21.95,5.13,5.22,110.64,158.34,47.7,5.89,3
3156,51.6,11.38,5.42,167.72,307.32,139.6,1.14,3
3157,73.91,10.53,5.08,152.85,277.63,124.78,0.8,3
3158,76.21,18.28,4.91,138.22,245.33,107.11,0.92,3
3159,84.34,20.46,4.86,137.06,256.04,118.98,0.64,3
3160,85.71,16.29,4.69,130.2,241.36,111.16,0.25,4
3161,98.39,26.4,4.41,120.19,217.4,97.21,1.22,4
3162,101.91,31.26,4.42,112.44,208.4,95.96,0.57,4
3163,119.79,24.24,4.64,115.15,219.41,104.26,0.69,4
3164,125.27,32.19,4.64,131.06,262.23,131.17,1.24,4
3165,118.81,31.99,5.01,159.23,309.6,150.37,4.59,4
3166,109.04,24.97,4.69,135.53,236.06,100.53,12.77,4
3167,98.97,26.7,4.28,95.62,140.11,44.49,27.35,3
3168,89.03,25.2,4.38,60.09,81.72,21.63,50.54,3
3169,77.26,19.51,4.4,48.84,64.36,15.52,61.87,3
3170,70.25,15.16,4.45,50.74,65.78,15.04,65.43,3
3171,67.07,13.37,4.54,50.59,64.25,13.66,71.06,3
3172,56.33,11.39,4.58,51.41,63.78,12.37,78.68,3
3173,65.86,10.13,4.49,56.52,68.9,12.38,79.26,3
3174,67.18,9.11,4.7,72.83,86.49,13.66,68.92,3
3175,64.16,7.92,4.65,139.13,168.91,29.78,32.22,4
3176,57.4,7.04,5.73,239.34,389.99,150.65,1.51,4
3177,87.08,6.43,6.84,218.96,359.75,140.79,2.47,4
3178,97.55,6.0,5.54,153.68,214.5,60.82,4.77,4
3179,97.9,5.7,5.83,233.47,427.08,193.61,3.33,4
3180,121.53,27.03,5.82,213.82,390.07,176.25,1.57,4
3181,114.75,22.51,6.68,178.61,315.86,137.25,1.37,4
3182,124.13,28.14,5.88,196.78,374.54,177.76,1.51,4
3183,111.98,29.97,5.44,192.46,377.93,185.47,1.06,4
3184,102.12,23.14,5.34,166.55,323.25,156.7,1.06,4
3185,94.13,26.14,4.96,133.54,240.84,107.3,1.17,4
3186,94.93,22.33,5.24,133.52,246.89,113.37,0.85,4
3187,94.32,18.36,5.15,134.48,258.34,123.86,0.53,4
3188,107.41,28.64,5.3,151.03,290.71,139.68,1.33,4
3189,110.36,48.84,5.52,187.83,361.55,173.72,4.26,4
3190,109.94,39.95,5.55,161.02,277.8,116.78,10.1,4
3191,105.95,37.84,4.99,124.99,186.03,61.04,21.83,4
3192,108.92,37.28,4.54,81.09,110.22,29.13,47.83,4
3193,98.92,28.39,4.51,56.14,73.62,17.48,61.68,3
3194,88.62,21.72,5.13,28.95,38.4,9.45,89.72,3
3195,70.2,17.42,4.96,34.29,44.4,10.11,89.56,3
3196,61.88,14.41,5.06,39.11,49.89,10.78,95.65,3
3197,55.28,11.96,5.26,29.28,37.19,7.91,104.66,2
3198,45.42,10.02,4.99,44.43,53.79,9.36,92.7,2
3199,33.85,9.34,5.06,92.79,105.17,12.38,53.52,3
3200,36.16,8.11,5.68,164.02,210.19,46.17,6.91,3
3201,50.32,7.17,6.19,180.86,267.93,87.07,1.74,3
3202,57.78,6.52,7.06,160.41,230.55,70.14,1.1,3
3203,81.35,8.8,6.17,159.75,237.24,77.49,1.33,4
3204,105.3,18.8,5.46,174.12,279.12,105.0,1.28,4
3205,108.46,24.22,5.82,164.07,270.41,106.34,1.15,4
3206,132.2,43.48,6.09,165.62,291.96,126.34,0.81,4
3207,145.58,67.08,5.62,152.74,265.45,112.71,0.6,4
3208,138.38,55.2,6.0,149.42,268.63,119.21,0.72,4
3209,141.81,73.37,5.5,164.17,311.33,147.16,0.61,4
3210,159.66,79.89,5.22,154.34,289.71,135.37,0.72,4
3211,140.29,56.0,14.07,171.15,345.05,173.9,0.76,4
3212,138.2,54.92,11.92,158.19,308.11,149.92,1.76,4
3213,117.94,40.72,6.51,183.1,315.88,132.78,8.04,4
3214,114.88,40.88,6.06,145.49,215.86,70.37,20.51,4
3215,107.88,38.03,5.73,109.44,149.5,40.06,43.08,4
3216,100.08,29.16,5.27,54.01,69.0,14.99,80.14,3
3217,77.25,22.3,5.14,29.34,38.46,9.12,93.86,3
3218,61.55,17.64,5.08,27.5,37.56,10.06,102.59,3
3219,57.92,13.89,5.39,33.49,42.57,9.08,97.18,3
3220,51.48,11.22,5.52,34.26,43.81,9.55,92.27,2
3221,44.8,9.36,5.85,50.99,60.83,9.84,81.43,2
3222,33.67,8.05,5.76,95.73,107.61,11.88,45.94,3
3223,30.84,7.14,8.54,176.77,234.79,58.02,3.31,3
3224,53.68,6.49,7.59,179.43,271.35,91.92,1.6,3
3225,69.26,6.05,7.68,167.31,263.26,95.95,6.82,3
3226,81.28,7.47,5.81,115.21,171.25,56.04,20.93,3
3227,82.98,13.35,6.48,183.5,307.94,124.44,1.0,3
3228,87.63,19.07,6.26,161.99,265.05,103.06,0.67,4
3229,100.38,30.97,6.59,140.3,228.32,88.02,0.79,4
3230,113.56,38.22,7.0,130.93,215.16,84.23,0.63,4
3231,101.98,29.86,7.1,167.28,324.08,156.8,0.52,4
3232,109.37,33.76,6.48,147.91,278.82,130.91,0.72,4
3233,107.06,40.87,5.97,130.72,240.23,109.51,0.39,4
3234,90.15,31.35,5.39,127.56,235.35,107.79,0.63,4
3235,108.23,30.24,6.13,165.44,333.4,167.96,1.51,4
3236,134.42,48.37,5.45,134.33,231.47,97.14,5.37,4
3237,99.53,37.85,5.89,127.25,199.59,72.34,13.5,4
3238,129.91,44.47,5.52,129.3,194.12,64.82,19.56,4
3239,127.29,45.81,5.12,110.71,153.62,42.91,32.17,4
3240,113.7,35.19,4.98,86.18,111.2,25.02,53.31,3
3241,87.84,27.67,5.29,42.76,54.14,11.38,82.17,3
3242,81.91,28.07,5.34,38.54,49.03,10.49,88.1,3
3243,62.56,22.17,5.35,35.7,44.97,9.27,95.72,3
3244,57.25,17.79,5.32,27.61,34.55,6.94,102.3,3
3245,54.92,14.4,5.37,39.88,47.48,7.6,93.88,2
3246,46.9,12.36,5.04,87.9,99.23,11.33,51.15,3
3247,47.85,10.22,5.32,158.16,207.52,49.36,2.91,3
3248,51.46,8.65,4.56,51.03,61.64,10.61,37.54,2
3249,40.79,8.11,5.08,61.09,72.79,11.7,31.95,2
3250,44.62,7.61,5.65,68.35,88.93,20.58,31.64,3
3251,47.56,7.1,5.16,132.35,207.69,75.34,0.34,3
3252,48.09,6.49,5.25,127.74,201.09,73.35,-0.28,3
3253,65.02,9.11,5.95,136.67,232.14,95.47,0.6,3
3254,74.23,15.68,6.03,126.2,214.66,88.46,0.3,3
3255,70.47,13.88,5.73,115.52,195.13,79.61,0.41,3
3256,76.61,18.0,5.43,108.18,179.22,71.04,0.4,3
3257,70.38,29.09,4.76,101.08,160.18,59.1,0.4,3
3258,61.03,26.41,5.07,98.24,162.4,64.16,0.41,3
3259,74.34,29.12,5.47,107.01,184.64,77.63,2.11,3
3260,87.58,42.41,5.03,101.93,151.03,49.1,12.82,3
3261,78.67,33.53,4.55,77.33,105.16,27.83,31.14,3
3262,67.66,30.78,4.2,66.86,88.25,21.39,44.3,3
3263,67.55,29.02,4.33,48.78,61.98,13.2,66.76,3
3264,50.62,22.88,4.19,41.32,51.78,10.46,82.97,3
3265,53.43,18.15,4.22,24.49,32.15,7.66,98.31,2
3266,45.98,16.23,4.48,19.28,25.72,6.44,107.31,2
3267,38.3,13.13,4.41,19.12,26.08,6.96,111.91,2
3268,39.27,11.08,4.55,18.6,26.12,7.52,109.03,2
3269,39.95,18.83,4.45,25.18,31.08,5.9,106.88,2
3270,38.56,16.31,4.45,67.16,77.09,9.93,71.2,3
3271,33.71,12.97,5.33,165.79,214.06,48.27,2.46,2
3272,47.7,9.03,4.56,95.53,109.59,14.06,15.73,3
3273,48.64,8.34,5.28,142.52,218.94,76.42,12.64,3
3274,53.16,9.24,5.19,191.19,338.18,146.99,0.68,3
3275,61.72,8.11,6.13,191.94,355.51,163.57,0.57,3
3276,66.46,7.83,6.14,157.79,268.77,110.98,0.45,3
3277,77.95,16.66,5.57,138.66,225.81,87.15,0.43,3
3278,78.81,13.99,4.88,149.25,265.56,116.31,0.54,3
3279,73.97,11.44,4.92,135.19,233.61,98.42,0.27,3
3280,70.33,15.52,4.92,123.42,203.32,79.9,0.43,3
3281,59.68,12.83,4.83,132.87,238.43,105.56,0.51,3
3282,63.1,10.52,5.05,160.57,315.23,154.66,1.07,3
3283,73.54,20.14,4.76,125.48,213.12,87.64,5.39,3
3284,68.52,17.07,4.35,100.5,156.77,56.27,16.04,3
3285,67.01,15.91,4.17,72.37,103.52,31.15,32.87,3
3286,67.51,19.71,3.89,44.35,60.39,16.04,51.35,3
3287,58.74,15.83,3.98,36.19,49.89,13.7,62.91,2
3288,47.63,12.58,4.16,31.1,41.66,10.56,80.03,3
3289,50.11,10.4,4.49,30.86,41.23,10.37,92.81,3
3290,55.71,8.78,4.65,29.97,39.17,9.2,101.2,3
3291,60.23,7.65,4.79,44.83,55.42,10.59,94.1,3
3292,79.2,6.86,4.95,57.48,67.62,10.14,84.26,3
3293,80.53,6.92,4.8,151.35,185.52,34.17,24.72,3
3294,73.45,6.39,5.27,149.05,189.17,40.12,1.59,3
3295,76.38,6.13,4.97,87.53,107.54,20.01,19.32,3
3296,69.29,5.81,4.16,35.21,42.48,7.27,42.98,3
3297,54.99,5.56,3.99,25.56,32.31,6.75,48.54,2
3298,48.2,5.4,3.8,17.4,22.79,5.39,51.61,2
3299,35.92,5.28,3.72,12.97,18.38,5.41,50.57,2
3300,33.17,5.19,3.53,8.58,13.77,5.19,47.48,2
3301,28.72,5.14,3.47,6.94,12.1,5.16,45.43,1
3302,22.47,5.25,3.4,5.99,11.33,5.34,44.7,1
3303,17.57,5.55,3.29,5.52,10.92,5.4,46.78,1
3304,17.31,5.64,3.44,5.99,11.32,5.33,47.06,1
3305,14.01,5.55,3.52,30.55,39.04,8.49,26.19,2
3306,11.32,5.39,3.74,73.4,106.18,32.78,6.58,2
3307,29.62,5.28,3.45,41.87,61.91,20.04,29.09,1
3308,23.96,5.26,3.76,35.41,50.63,15.22,41.96,2
3309,36.1,5.81,3.94,26.34,38.16,11.82,53.87,2
3310,33.9,2.39,4.07,27.13,38.97,11.84,60.1,2
3311,35.76,3.31,3.91,22.86,33.19,10.33,68.68,1
3312,20.7,3.39,3.8,43.48,57.12,13.64,50.14,2
3313,19.81,3.67,3.89,81.16,99.27,18.11,21.93,2
3314,19.35,3.22,4.15,98.36,119.88,21.52,9.32,2
3315,28.25,2.85,4.38,85.67,100.5,14.83,11.96,2
3316,22.06,2.81,4.3,50.66,56.32,5.66,31.48,2
3317,25.99,3.08,4.19,38.57,44.6,6.03,38.61,1
3318,24.67,3.44,3.81,26.63,32.85,6.22,45.37,1
3319,18.08,3.06,3.76,16.03,21.33,5.3,48.86,1
3320,13.68,2.74,3.64,11.8,16.89,5.09,48.55,1
3321,16.5,2.52,3.44,10.28,16.3,6.02,47.54,2
3322,12.72,2.36,3.64,70.69,81.74,11.05,3.16,1
3323,12.38,2.25,3.54,22.26,28.09,5.83,38.08,1
3324,15.88,2.18,3.28,11.02,16.96,5.94,46.82,1
3325,11.9,2.12,3.47,15.16,21.88,6.72,44.2,2
3326,8.75,2.87,3.96,92.86,153.37,60.51,3.36,2
3327,26.4,3.1,3.46,58.05,89.71,31.66,26.08,1
3328,20.51,3.61,3.62,36.76,51.39,14.63,40.74,2
3329,30.81,3.27,3.53,28.58,41.3,12.72,50.29,2
3330,27.98,3.54,4.0,35.1,49.54,14.44,53.61,3
