,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,OUT
482,37.3,9.16,1.51,101.28,159.64,58.36,2
483,31.97,8.01,2.02,97.32,146.14,48.82,2
484,24.84,5.76,4.2,89.74,137.99,48.25,2
485,26.89,7.14,2.81,89.09,143.17,54.08,2
486,30.55,9.4,2.4,91.14,147.05,55.9,3
487,28.98,6.94,4.52,112.75,197.32,84.56,3
488,35.14,10.45,6.66,154.91,306.6,151.68,3
489,59.21,15.08,8.93,105.08,196.84,91.76,3
490,78.27,19.28,11.24,77.62,120.99,43.36,3
491,63.93,18.39,9.97,41.01,52.77,11.76,3
492,58.46,15.49,6.41,46.72,61.72,15.0,2
493,47.55,15.07,6.27,61.89,79.65,17.76,2
494,38.69,15.04,3.89,56.85,69.95,13.1,2
495,35.78,14.56,3.27,60.16,79.78,19.62,2
496,37.43,12.78,3.2,45.55,61.15,15.6,2
497,31.24,12.15,2.07,57.18,70.4,13.22,2
498,32.61,8.58,2.09,54.34,71.89,17.55,2
499,25.24,6.92,2.06,46.29,60.23,13.94,2
500,20.72,6.03,1.68,69.29,87.8,18.5,3
501,68.71,27.06,13.27,97.01,146.44,49.43,3
502,72.92,26.36,18.06,112.78,158.2,45.42,3
503,79.64,33.38,8.53,56.37,75.65,19.28,2
504,30.44,17.44,1.03,19.47,21.92,2.45,1
505,21.52,13.0,1.57,27.82,30.42,2.6,1
506,15.3,9.89,1.91,37.53,40.83,3.3,1
507,11.81,7.38,2.07,42.56,45.69,3.13,2
508,10.83,6.02,4.2,65.56,74.13,8.57,2
509,9.27,8.63,3.34,77.43,85.05,7.63,2
510,10.01,9.07,3.4,74.3,80.52,6.21,2
511,13.2,11.4,3.28,82.95,99.99,17.04,3
512,19.14,14.5,3.61,107.29,136.7,29.4,2
513,23.82,17.5,2.81,63.2,72.79,9.59,2
514,21.33,18.9,3.08,64.82,73.44,8.62,2
515,19.48,18.7,2.54,61.8,70.43,8.63,2
516,14.22,13.44,2.57,50.91,59.22,8.31,2
517,13.26,11.71,3.08,53.11,77.26,24.15,2
518,14.93,14.28,2.8,93.39,163.84,70.45,3
519,17.01,16.19,2.3,108.62,195.01,86.39,2
520,29.33,21.28,12.41,91.7,146.77,55.07,2
521,47.19,25.07,3.42,58.18,77.03,18.85,2
522,42.37,26.17,3.07,44.94,62.62,17.69,2
523,39.05,23.58,2.31,33.8,45.63,11.84,2
524,35.07,18.95,2.25,41.02,57.7,16.69,2
525,32.54,18.3,2.71,65.76,84.02,18.25,3
526,29.0,19.02,3.5,133.89,163.74,29.85,3
527,29.14,19.04,4.51,189.53,291.11,101.57,3
528,39.75,19.11,4.58,132.92,178.76,45.84,3
529,54.82,34.21,3.95,169.61,293.73,124.11,3
530,58.58,44.28,2.54,90.62,124.67,34.05,3
531,60.22,35.76,4.53,111.96,170.66,58.71,3
532,59.79,33.4,5.2,129.03,221.87,92.84,3
533,59.81,33.52,2.79,86.63,137.95,51.32,3
534,54.48,31.41,2.39,79.09,129.71,50.62,2
535,49.55,26.39,2.14,85.25,129.01,43.77,2
536,46.28,22.0,2.41,79.29,115.9,36.61,2
537,39.58,21.66,2.27,82.53,124.09,41.56,2
538,34.88,19.89,1.83,84.3,134.23,49.94,3
539,38.39,23.23,2.54,110.92,202.75,91.82,3
540,44.96,25.14,3.23,126.43,251.51,125.08,3
541,52.72,22.85,7.06,110.09,202.03,91.94,3
542,61.1,25.91,10.25,121.69,200.31,78.62,3
543,62.93,25.74,7.35,87.12,125.32,38.2,3
544,82.93,23.2,3.55,120.48,250.38,129.9,4
545,99.96,22.4,9.05,94.22,167.1,72.88,4
546,96.93,26.18,15.51,65.46,101.92,36.46,3
547,61.68,28.24,4.38,73.9,92.43,18.52,3
548,54.91,25.98,6.23,81.76,97.14,15.38,3
549,53.76,23.11,9.16,94.99,105.06,10.07,3
550,45.22,25.81,8.21,126.37,146.93,20.56,3
551,36.88,29.94,5.66,138.25,193.8,55.55,3
552,41.26,32.0,5.37,146.94,235.28,88.34,3
553,46.27,34.69,4.89,111.38,163.31,51.94,3
554,53.01,34.37,4.69,137.17,238.2,101.04,3
555,58.11,28.04,5.02,101.14,181.62,80.48,3
556,60.3,34.65,4.94,134.89,262.41,127.52,4
557,75.22,39.11,4.44,236.63,518.59,281.96,3
558,86.18,37.66,3.32,124.6,259.71,135.11,3
559,80.86,37.1,6.22,91.85,167.83,75.98,3
560,57.67,29.96,4.67,58.15,73.63,15.48,3
561,63.32,29.58,4.22,61.87,81.08,19.21,3
562,60.55,24.99,3.44,47.94,61.21,13.27,3
563,58.74,23.52,3.27,39.62,47.49,7.88,3
564,50.27,21.28,4.33,43.62,46.23,2.61,2
565,41.19,23.62,5.07,93.07,101.11,8.04,3
566,34.46,26.66,5.57,153.66,234.1,80.44,3
567,37.42,26.28,5.49,107.31,140.8,33.49,3
568,50.83,27.34,4.94,92.47,127.75,35.28,3
569,61.1,30.19,5.84,111.36,165.96,54.6,3
570,60.6,25.68,4.44,84.36,115.76,31.4,3
571,59.47,23.93,3.68,88.0,129.02,41.02,3
572,23.54,15.7,2.73,132.3,180.5,48.2,3
573,31.39,16.3,3.42,192.1,281.17,89.06,4
574,45.05,24.5,3.86,211.52,365.4,153.88,3
575,61.49,32.82,4.12,151.85,239.2,87.35,3
576,59.31,35.04,3.11,156.95,266.72,109.78,3
577,56.56,29.79,2.61,121.36,208.38,87.03,4
578,64.51,24.14,3.04,200.92,405.31,204.39,3
579,68.56,27.77,2.52,115.93,195.04,79.11,3
580,68.29,33.17,2.6,111.3,179.18,67.89,3
581,57.49,31.44,2.37,88.21,143.44,55.23,3
582,50.29,27.0,2.23,71.06,101.67,30.62,2
583,40.1,22.32,2.32,78.37,126.06,47.69,3
584,35.4,19.18,2.52,130.77,270.59,139.82,4
585,36.08,17.2,3.23,221.0,478.35,257.35,4
586,57.72,19.38,4.34,267.88,592.92,325.03,4
587,108.45,22.58,5.45,196.88,391.9,195.01,4
588,114.83,20.72,6.86,83.24,124.54,41.3,3
589,84.36,23.67,4.26,47.88,73.78,25.9,3
590,55.24,23.72,2.8,26.63,38.33,11.69,2
591,44.66,25.37,2.27,28.31,44.41,16.1,2
592,16.08,15.89,2.44,37.24,51.12,13.87,2
593,19.26,16.69,2.41,66.3,89.95,23.66,2
594,25.03,19.24,2.28,66.3,81.57,15.26,3
595,39.0,28.06,3.2,120.9,167.53,46.63,4
596,90.11,47.81,2.3,58.93,68.58,9.65,3
597,69.1,37.63,1.81,26.43,31.66,5.23,3
598,47.11,32.28,1.72,26.4,31.99,5.59,2
599,27.76,27.65,1.73,30.29,36.73,6.44,2
600,27.74,21.88,1.6,25.76,36.7,10.94,2
601,24.15,22.0,1.6,54.98,67.59,12.61,2
602,24.82,23.8,1.72,80.1,101.88,21.78,3
603,28.19,22.46,2.05,121.4,168.77,47.37,2
604,47.58,22.75,2.14,69.84,97.3,27.45,3
605,54.62,26.99,2.1,49.9,70.93,21.03,3
606,54.01,26.28,1.92,41.17,67.06,25.89,3
607,51.07,25.82,2.04,45.9,66.4,20.49,2
608,48.2,29.66,2.2,41.22,60.94,19.72,3
609,55.2,31.47,2.35,33.33,45.69,12.36,3
610,73.71,33.47,1.68,27.79,35.39,7.6,4
611,91.12,36.37,1.5,33.88,45.52,11.64,3
612,89.07,34.19,1.57,39.56,50.44,10.87,3
613,87.5,36.47,1.43,33.03,41.28,8.26,3
614,82.08,33.87,1.49,28.66,39.59,10.94,1
615,17.15,9.64,2.15,22.23,29.94,7.71,1
616,17.8,8.43,2.03,25.5,32.68,7.19,2
617,17.47,11.52,1.61,62.98,74.46,11.48,2
618,18.16,10.59,1.59,73.88,88.53,14.65,3
619,24.42,23.52,1.6,110.62,132.92,22.3,2
620,21.47,13.72,1.97,69.24,85.63,16.39,2
621,23.47,13.36,1.87,90.49,119.23,28.74,3
622,23.24,11.39,1.96,111.42,135.81,24.4,2
623,14.93,13.2,3.11,55.78,63.22,7.44,2
624,15.86,15.52,1.96,37.82,46.05,8.24,2
625,15.42,12.44,3.02,52.9,66.65,13.75,2
626,16.07,14.22,3.93,56.61,79.54,22.93,3
627,17.89,16.52,3.79,104.33,163.27,58.94,2
628,22.56,15.13,10.46,87.39,138.71,51.32,2
629,45.59,18.09,11.55,82.64,141.51,58.86,3
630,50.54,19.04,10.49,72.03,105.96,33.93,3
631,51.54,25.06,7.17,89.41,123.6,34.18,2
632,49.09,27.51,5.11,78.02,106.32,28.29,2
633,34.54,22.2,7.68,49.91,70.04,20.13,2
634,31.8,20.22,6.07,41.36,56.95,15.59,2
635,32.98,15.59,11.27,52.34,74.48,22.14,3
636,22.07,21.42,3.97,129.78,181.28,51.5,3
637,19.59,19.0,3.47,171.82,256.62,84.8,3
638,22.34,21.55,2.99,157.97,232.51,74.54,3
639,26.14,25.63,2.57,131.59,188.34,56.75,3
640,38.03,29.09,1.76,109.85,146.25,36.4,2
641,31.39,23.38,2.03,68.63,94.62,25.98,2
642,32.66,19.41,2.16,81.51,129.1,47.6,2
643,27.96,14.09,2.58,73.7,122.17,48.47,2
644,24.28,13.8,2.32,86.3,151.86,65.56,3
645,37.86,18.34,2.75,121.71,254.46,132.75,3
646,75.35,13.81,3.89,117.38,193.67,76.29,3
647,73.33,12.45,2.61,68.31,93.44,25.14,3
648,51.7,13.68,2.24,50.84,71.27,20.42,2
649,47.56,19.17,2.41,45.68,70.1,24.42,2
650,45.02,18.97,2.14,57.02,84.72,27.7,2
651,21.33,10.65,2.42,69.2,99.17,29.97,2
652,19.96,11.6,2.5,99.64,135.01,35.37,2
653,15.97,13.64,2.3,94.36,118.72,24.36,2
654,14.9,13.61,1.99,62.11,77.77,15.66,1
655,14.98,14.49,1.75,41.61,50.58,8.97,1
656,12.18,10.76,1.68,43.82,56.04,12.22,1
657,9.96,9.21,1.55,27.29,33.03,5.74,1
658,8.37,8.54,1.69,32.95,40.02,7.07,1
659,7.67,6.87,1.65,33.54,43.39,9.86,1
660,7.03,7.63,2.06,33.25,42.48,9.22,1
661,6.29,8.08,3.05,38.06,44.74,6.67,1
662,6.29,6.75,2.62,27.72,32.95,5.24,1
663,6.42,6.07,2.98,24.81,30.13,5.32,1
664,6.01,5.22,2.3,24.41,30.46,6.05,1
665,5.43,5.41,2.18,25.71,33.76,8.05,2
666,11.48,6.35,2.4,54.99,77.36,22.38,2
667,10.4,5.27,3.21,64.87,89.31,24.44,1
668,21.93,6.4,4.95,37.25,55.58,18.34,1
669,19.55,8.91,3.16,26.21,34.52,8.3,1
670,16.3,7.35,3.24,26.97,35.55,8.58,1
671,15.17,5.81,3.7,20.1,28.17,8.06,1
672,14.25,5.09,3.37,16.68,23.88,7.2,1
673,15.37,5.58,3.29,17.73,24.94,7.2,1
674,13.56,8.34,2.78,16.49,21.86,5.37,1
675,14.64,9.93,2.35,20.92,24.04,3.12,1
676,10.86,7.7,2.24,25.25,28.76,3.51,1
677,7.6,5.8,2.21,40.47,45.17,4.71,1
678,8.32,5.87,2.36,42.19,47.11,4.92,1
679,6.93,5.96,2.59,41.25,48.74,7.5,1
680,7.83,3.86,1.85,20.66,28.82,8.16,1
681,6.87,3.5,1.9,30.48,37.31,6.82,1
682,7.06,5.8,1.77,19.92,25.2,5.28,1
683,12.86,3.71,1.99,21.82,28.92,7.11,1
684,17.09,12.27,1.98,24.3,31.44,7.14,1
685,15.26,12.54,1.92,22.52,29.73,7.21,1
686,12.74,7.92,1.82,29.79,35.2,5.41,1
687,11.8,9.11,1.87,29.0,34.7,5.7,1
688,11.46,9.93,2.03,27.62,33.58,5.96,1
689,11.03,7.44,2.38,28.39,33.57,5.18,1
690,10.48,6.01,2.11,24.91,29.76,4.85,1
691,10.27,5.0,2.33,19.39,24.95,5.56,1
692,11.87,8.93,2.2,15.93,20.05,4.12,1
693,10.61,5.35,1.86,41.44,50.52,9.08,3
694,3.9,3.72,2.1,102.48,150.12,47.64,2
695,49.29,5.19,4.22,22.24,33.72,11.48,2
696,46.93,10.28,3.7,28.72,42.01,13.3,2
697,32.38,14.45,2.68,17.77,25.63,7.86,1
698,16.85,9.56,2.06,11.35,12.17,0.82,1
699,13.95,11.81,1.92,16.39,17.8,1.41,1
700,12.49,12.94,1.88,18.76,20.19,1.43,1
701,12.95,12.3,2.37,38.66,41.82,3.16,1
702,10.39,9.53,2.22,39.34,45.3,5.96,2
703,9.35,8.99,2.98,87.05,110.5,23.45,2
704,10.17,9.13,2.22,88.36,106.07,17.72,2
705,13.32,10.15,2.18,77.42,87.47,10.06,1
706,11.73,10.46,2.19,47.98,53.98,6.0,1
707,10.15,8.65,2.28,35.37,43.17,7.8,1
708,9.07,7.07,4.84,46.51,59.62,13.11,2
709,9.28,5.8,4.39,84.86,129.4,44.54,2
710,11.95,4.54,5.13,74.53,114.8,40.27,3
711,67.15,8.61,6.3,120.7,181.8,61.1,3
712,68.36,23.3,4.02,56.47,73.93,17.46,2
713,39.9,14.68,3.98,60.33,82.12,21.79,2
714,34.63,16.37,3.2,60.18,78.99,18.81,3
715,84.0,20.85,8.48,116.32,186.04,69.72,3
716,79.53,21.12,7.87,139.58,216.19,76.61,3
717,71.46,23.2,6.89,88.46,115.9,27.44,3
718,62.32,25.17,7.28,92.24,120.3,28.05,3
719,51.99,31.38,3.77,112.65,131.9,19.25,3
720,52.41,23.78,2.95,134.44,183.44,48.99,3
721,54.68,23.96,3.07,152.02,224.8,72.78,3
722,59.5,27.32,3.06,171.28,262.49,91.21,3
723,57.21,26.02,3.85,164.34,261.54,97.19,3
724,69.32,31.31,3.62,160.21,266.59,106.38,3
725,65.52,37.39,2.18,109.52,177.47,67.95,3
726,58.66,36.46,2.13,90.92,135.52,44.6,3
727,62.51,33.11,1.57,74.88,93.5,18.62,2
728,35.9,27.17,1.6,52.97,72.25,19.28,2
729,32.21,14.7,1.93,49.92,73.25,23.33,2
730,29.64,12.05,2.16,62.4,87.82,25.41,1
731,13.64,8.97,1.21,44.76,54.91,10.15,2
732,9.84,8.03,1.82,65.08,83.87,18.79,2
733,11.91,10.56,2.16,84.48,116.38,31.9,2
734,16.2,14.23,2.1,90.19,127.82,37.63,2
735,18.31,17.93,2.36,98.77,154.14,55.37,2
736,46.91,20.98,1.64,60.01,72.66,12.65,2
737,48.35,15.65,1.78,70.85,100.53,29.68,3
738,34.58,16.62,2.36,147.54,321.64,174.1,3
739,66.18,19.0,2.67,164.53,361.79,197.26,4
740,96.44,20.94,3.43,93.92,174.56,80.64,3
741,74.14,27.79,2.98,31.17,47.37,16.2,3
742,53.18,28.22,3.24,24.01,33.37,9.36,2
743,42.74,24.09,2.42,25.97,37.22,11.25,2
744,35.62,18.38,2.22,33.61,43.63,10.02,2
745,30.55,17.27,2.15,39.52,50.92,11.4,2
746,30.12,18.42,2.25,41.75,54.83,13.09,2
747,25.88,18.74,2.79,60.1,73.88,13.78,3
748,19.22,18.7,2.24,104.9,135.78,30.88,3
749,17.84,17.09,2.08,147.66,222.59,74.93,2
750,24.84,18.88,2.25,59.9,92.4,32.51,2
751,26.7,14.09,2.44,76.15,122.96,46.81,2
752,29.02,11.99,2.88,85.47,154.19,68.72,2
753,46.55,13.95,4.81,87.86,167.04,79.18,3
754,77.96,14.7,6.52,85.99,149.05,63.06,3
755,79.96,15.5,5.37,84.28,132.95,48.67,3
756,51.64,21.36,3.35,49.36,66.88,17.51,2
757,41.97,19.79,2.78,38.76,48.9,10.14,2
758,37.15,16.02,2.13,24.82,29.0,4.18,2
759,36.73,16.23,2.52,21.69,25.5,3.82,2
760,37.12,20.51,2.52,39.38,51.11,11.74,2
761,27.13,18.26,2.54,30.23,43.86,13.63,2
762,20.45,15.64,2.64,65.56,89.35,23.79,3
763,13.61,9.1,2.8,147.64,216.84,69.19,3
764,26.48,22.06,2.9,165.46,267.46,102.0,2
765,40.32,27.33,1.56,71.75,93.13,21.38,2
766,15.85,10.4,1.12,61.96,71.16,9.2,2
767,6.59,6.21,1.75,74.07,96.75,22.68,2
768,7.83,6.62,1.89,88.59,133.25,44.66,2
769,16.3,12.17,2.34,78.17,127.36,49.19,2
770,36.36,14.55,4.07,73.53,126.29,52.76,3
771,62.67,12.66,5.76,60.31,97.54,37.23,3
772,62.23,9.34,4.63,46.86,65.59,18.73,2
773,43.22,7.68,3.44,59.5,79.04,19.54,2
774,14.31,5.15,1.78,54.05,75.59,21.54,1
775,3.52,1.91,1.44,22.77,25.48,2.71,1
776,3.4,1.74,1.73,46.93,55.52,8.59,1
777,3.88,2.38,1.6,34.81,42.67,7.86,1
778,11.03,2.14,1.75,45.79,50.55,4.76,1
779,9.78,3.81,1.67,17.82,20.01,2.18,1
780,8.36,4.93,2.3,19.79,20.44,0.66,1
781,6.49,4.39,2.48,27.48,30.44,2.96,1
782,12.5,3.1,2.72,36.4,44.19,7.79,1
783,9.35,2.56,2.43,48.0,62.37,14.37,2
784,7.57,2.79,1.91,59.55,76.08,16.53,1
785,21.84,4.04,2.08,36.19,53.26,17.07,3
786,64.71,12.92,2.03,32.17,51.19,19.02,1
787,20.59,5.27,3.6,21.85,32.9,11.06,1
788,21.46,3.94,2.1,21.31,30.87,9.57,1
789,15.02,2.76,1.64,22.84,30.27,7.43,1
790,10.51,1.94,1.49,24.26,31.11,6.85,1
791,7.36,1.48,1.49,32.93,42.44,9.52,2
792,5.15,1.7,1.53,76.54,103.58,27.04,1
793,3.68,1.22,1.26,28.88,32.16,3.28,1
794,3.7,1.2,1.06,20.75,21.72,0.97,1
795,3.78,0.98,1.08,25.08,28.18,3.11,1
796,2.66,0.7,1.86,48.78,52.4,3.62,1
797,1.85,0.66,1.34,31.32,32.19,0.87,1
798,1.39,0.9,1.18,25.02,25.97,0.95,1
799,2.38,1.58,1.29,22.72,23.13,0.41,1
800,2.84,2.1,1.49,40.83,42.32,1.49,1
801,2.88,1.66,1.6,44.71,45.86,1.14,1
802,6.11,2.34,1.57,42.7,43.86,1.16,2
803,6.12,6.5,1.97,80.7,96.32,15.62,3
804,6.15,4.8,2.75,115.36,168.71,53.34,3
805,6.29,4.03,2.71,139.49,229.57,90.08,2
806,46.51,4.61,3.22,76.74,110.38,33.64,4
807,100.44,17.06,4.97,42.36,63.29,20.93,1
808,16.24,4.47,2.45,30.36,46.92,16.56,2
809,12.09,3.85,2.89,52.32,75.0,22.69,2
810,8.48,2.76,2.64,73.39,103.88,30.5,2
811,7.0,3.07,3.23,62.41,85.01,22.6,2
812,16.03,11.41,2.8,59.89,75.84,15.95,2
813,13.9,7.38,3.74,75.12,92.8,17.68,2
814,13.9,7.38,3.74,75.12,92.8,17.68,1
815,18.79,5.78,1.36,48.12,52.41,4.29,2
816,13.48,5.36,1.18,55.01,58.45,3.44,2
817,10.93,4.44,1.13,55.46,62.31,6.84,1
818,14.77,5.47,1.14,44.71,48.95,4.25,2
819,29.0,3.4,3.03,86.8,134.49,47.69,3
820,55.39,2.97,3.69,26.89,38.78,11.89,2
821,32.03,4.4,2.16,29.55,46.17,16.62,2
822,25.51,3.79,1.8,23.3,37.83,14.53,1
823,19.88,6.63,1.79,32.36,47.91,15.55,2
824,14.79,4.96,1.9,54.7,79.37,24.68,2
825,13.46,3.8,2.05,68.58,93.68,25.1,2
826,25.71,3.52,1.95,94.02,125.77,31.75,3
827,19.63,2.91,1.81,134.35,162.61,28.26,3
828,25.59,2.48,1.75,112.69,135.91,23.22,3
829,25.63,2.06,1.66,121.14,154.05,32.91,2
830,22.47,1.96,2.29,58.16,75.42,17.26,1
831,7.22,3.22,1.82,21.85,32.22,10.37,1
832,8.3,1.43,0.75,27.45,36.86,9.41,1
833,5.95,1.29,1.09,45.09,67.97,22.88,1
834,5.39,3.23,1.39,49.8,72.56,22.76,1
835,13.92,3.69,1.91,35.34,56.87,21.53,1
836,9.95,2.6,4.42,27.19,42.33,15.14,1
837,10.03,1.92,2.05,19.15,40.08,20.94,1
838,7.45,0.93,1.19,23.18,38.95,15.78,1
839,9.1,1.01,1.26,27.26,44.34,17.09,1
840,7.69,1.0,1.88,26.34,36.07,9.72,1
841,11.39,1.93,1.85,30.01,44.82,14.81,2
842,10.63,2.48,1.67,72.87,106.38,33.51,2
843,9.13,2.0,1.5,60.86,72.11,11.25,2
844,8.93,1.62,1.61,66.14,70.52,4.38,2
845,8.1,2.23,1.95,72.71,85.34,12.64,1
846,7.88,2.91,1.45,46.27,54.23,7.96,2
847,6.72,1.63,0.53,60.66,78.86,18.2,1
848,11.7,2.35,0.51,40.01,49.5,9.49,1
849,9.71,2.19,0.67,36.73,44.05,7.32,1
850,9.24,1.79,0.54,40.93,46.06,5.13,2
851,11.1,1.29,0.88,75.92,96.98,21.06,2
852,8.99,1.33,0.87,73.44,90.89,17.45,2
853,12.16,1.72,0.8,66.62,97.45,30.83,2
854,11.5,1.3,1.41,80.97,131.73,50.76,2
855,23.23,1.31,4.79,96.66,157.99,61.32,3
856,62.22,3.03,5.95,66.7,99.12,32.42,3
857,52.27,2.65,4.12,58.39,82.17,23.78,2
858,44.01,2.64,2.5,44.04,60.22,16.18,2
859,31.71,2.59,1.1,27.22,37.23,10.02,2
860,29.24,2.62,1.12,25.08,39.39,14.31,1
861,21.06,2.56,1.02,25.16,38.61,13.45,2
862,11.72,3.01,1.08,61.85,87.9,26.05,2
863,9.28,2.8,0.9,50.08,73.78,23.7,2
864,7.58,2.64,1.0,58.82,87.53,28.71,2
865,5.74,2.34,1.13,76.77,111.86,35.09,2
866,4.06,1.93,1.05,60.03,90.16,30.13,2
867,3.74,1.66,0.82,53.02,71.53,18.51,2
868,3.04,1.29,0.81,68.17,95.04,26.87,1
869,3.06,1.7,0.71,49.22,64.72,15.51,1
870,3.08,1.9,0.73,39.36,52.9,13.54,1
871,3.02,1.77,1.01,31.4,44.17,12.77,1
872,3.06,2.2,0.87,33.78,45.33,11.54,1
873,4.4,1.62,0.87,23.49,28.31,4.82,1
874,4.26,1.9,0.82,20.18,24.18,4.0,1
875,7.9,2.16,0.8,26.59,31.88,5.29,1
876,6.66,1.68,0.85,30.01,40.92,10.91,1
877,4.91,1.46,0.72,35.88,49.57,13.69,2
878,4.2,1.29,0.98,64.15,99.61,35.46,2
879,14.06,1.77,0.96,57.54,92.25,34.71,2
880,25.34,2.16,0.97,49.76,75.94,26.18,1
881,13.0,2.56,1.3,25.69,37.0,11.31,1
882,9.93,2.33,1.19,30.42,47.5,17.07,1
883,7.5,2.22,1.25,35.06,49.76,14.69,2
884,5.25,1.7,0.94,58.76,76.63,17.87,2
885,3.73,1.24,0.73,62.18,87.03,24.85,2
886,3.29,1.48,0.84,51.51,64.34,12.84,2
887,2.86,2.07,0.93,66.08,84.48,18.4,2
888,2.72,2.71,0.75,73.74,95.34,21.6,2
889,5.33,2.61,0.85,63.61,82.78,19.17,1
890,8.64,2.19,0.43,42.09,53.3,11.21,1
891,18.96,1.65,0.42,31.05,38.4,7.35,1
892,14.27,2.25,0.25,22.27,27.81,5.54,1
893,11.05,1.98,0.36,18.75,21.2,2.45,1
894,8.35,1.76,0.23,21.71,24.93,3.22,1
895,6.25,1.47,0.23,42.76,55.55,12.79,1
896,5.1,1.96,0.18,40.37,49.35,8.98,2
897,4.59,2.13,0.58,70.62,109.87,39.25,2
898,6.76,1.63,0.85,50.06,75.12,25.06,2
899,29.91,0.98,0.72,27.22,44.11,16.89,1
900,23.67,1.36,0.82,25.79,40.96,15.17,1
901,19.61,1.53,0.77,22.93,39.43,16.51,1
902,14.85,1.7,1.27,19.08,35.43,16.35,2
903,36.01,4.93,1.69,25.08,38.67,13.59,2
904,25.75,4.5,1.46,31.46,46.49,15.04,1
905,18.31,4.33,1.47,27.38,40.43,13.05,1
906,13.1,4.62,1.35,42.97,58.96,15.98,2
907,10.17,5.47,1.14,59.15,77.96,18.8,1
908,12.16,6.02,0.87,49.06,67.57,18.51,2
909,10.52,6.5,0.67,65.03,84.59,19.56,1
910,9.45,6.28,0.3,46.56,62.13,15.57,1
911,11.68,5.88,0.33,47.84,67.27,19.43,1
912,10.28,6.11,0.6,48.98,59.26,10.29,1
913,9.54,5.63,0.57,32.98,37.74,4.76,1
914,10.08,5.04,0.38,20.42,26.07,5.65,1
915,11.0,4.88,0.29,21.12,26.86,5.74,1
916,7.73,4.35,0.44,22.18,24.47,2.29,1
917,5.83,4.38,0.47,37.4,47.36,9.96,2
918,6.08,4.76,0.4,52.01,67.62,15.61,2
919,24.06,4.28,0.58,86.77,125.9,39.13,2
920,32.28,4.41,0.86,50.93,79.86,28.93,2
921,39.27,5.25,0.7,35.79,53.28,17.49,2
922,27.56,5.79,0.56,31.38,47.37,16.0,2
923,12.44,6.18,1.37,80.54,114.23,33.68,3
924,10.22,6.44,1.78,152.08,202.9,50.82,3
925,26.02,4.39,1.94,185.76,271.37,85.61,3
926,46.8,3.7,1.85,156.6,234.21,77.62,3
927,40.15,3.42,1.5,114.39,158.54,44.15,3
928,50.27,4.2,1.57,93.17,145.14,51.97,2
929,47.95,12.49,1.61,90.53,136.69,46.16,3
930,37.18,9.74,1.95,127.77,224.42,96.65,2
931,43.41,8.61,2.31,74.68,110.35,35.67,2
932,41.18,7.22,1.45,62.83,90.18,27.35,2
933,31.35,5.99,0.95,63.47,90.67,27.2,2
934,22.8,5.5,0.95,69.57,106.04,36.47,2
935,18.02,5.39,1.22,75.22,123.03,47.81,3
936,31.03,5.55,2.47,103.08,198.18,95.11,2
937,49.23,10.37,5.87,77.7,136.64,58.95,3
938,54.48,17.51,7.26,75.39,122.13,46.73,2
939,45.12,14.91,4.42,90.95,131.79,40.84,2
940,39.78,16.74,3.56,74.42,104.91,30.49,2
941,35.61,19.06,2.56,25.71,42.04,16.33,2
942,26.17,14.68,2.14,19.39,31.16,11.77,1
943,19.17,12.15,1.89,24.62,39.24,14.62,1
944,14.95,9.45,1.73,24.69,37.78,13.09,1
945,12.62,7.98,1.5,33.8,53.94,20.13,1
946,11.2,7.15,1.32,36.24,56.82,20.58,2
947,41.35,5.2,1.69,81.2,121.22,40.02,2
948,40.48,4.7,1.62,44.76,69.13,24.38,2
949,29.57,5.12,1.19,51.75,77.35,25.6,2
950,32.7,4.61,1.1,23.2,33.84,10.64,2
951,25.59,4.61,1.08,36.17,47.37,11.19,3
952,24.79,5.18,1.3,109.2,139.29,30.09,2
953,22.9,4.92,1.09,51.43,66.04,14.6,2
954,16.78,4.34,1.11,64.54,75.98,11.45,2
955,13.03,4.04,1.08,78.77,95.93,17.16,3
956,15.11,4.78,1.28,104.89,144.96,40.07,2
957,33.53,5.39,1.06,77.95,103.11,25.16,2
958,24.2,5.65,1.41,83.95,111.23,27.28,2
959,24.92,5.13,1.09,72.71,87.09,14.38,2
960,28.81,4.94,1.2,59.81,71.9,12.08,2
961,29.97,4.65,1.5,52.43,61.15,8.72,2
962,23.41,4.82,1.01,55.18,70.47,15.29,2
963,27.28,4.62,1.3,65.52,87.92,22.41,2
964,20.4,4.92,1.32,95.49,162.79,67.3,3
965,17.98,4.36,1.93,139.24,272.26,133.02,4
966,47.79,4.18,2.27,219.37,453.61,234.24,2
967,37.44,3.73,1.27,32.92,57.56,24.64,2
968,44.71,3.62,0.9,32.32,51.65,19.33,2
969,32.92,4.5,1.02,37.36,61.76,24.4,2
970,42.14,4.39,0.94,38.47,60.06,21.59,2
971,43.41,4.64,0.86,32.85,51.18,18.33,2
972,46.43,4.54,0.94,43.62,64.48,20.86,2
973,41.2,4.9,0.91,49.16,70.23,21.07,2
974,30.12,4.33,0.82,59.02,83.78,24.76,2
975,21.37,4.01,0.76,70.91,86.74,15.84,2
976,15.49,4.55,0.75,97.87,131.29,33.42,3
977,14.55,5.22,0.93,131.35,164.06,32.71,3
978,10.47,5.59,0.6,102.81,130.1,27.29,2
979,8.22,4.96,0.69,64.5,78.35,13.85,2
