,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,OUT
2264,15.49,2.43,21.22,27.42,6.2,1
2265,12.32,2.56,25.74,31.54,5.8,1
2266,18.96,2.53,43.47,48.87,5.4,3
2267,18.91,2.76,102.18,116.38,14.2,3
2268,32.72,3.01,119.79,146.7,26.91,3
2269,51.66,3.3,95.24,110.47,15.23,2
2270,46.89,3.41,72.22,78.97,6.75,2
2271,37.89,3.03,43.52,48.08,4.56,2
2272,36.63,3.67,47.68,52.15,4.47,2
2273,29.38,3.18,46.74,51.09,4.35,2
2274,39.04,2.82,44.66,48.91,4.25,2
2275,35.18,2.85,66.77,74.26,7.49,2
2276,39.86,2.78,74.79,86.67,11.88,2
2277,29.9,2.7,59.38,71.69,12.31,3
2278,52.15,2.79,68.03,94.45,26.42,2
2279,48.02,2.59,73.63,102.55,28.92,1
2280,23.26,2.6,32.33,39.71,7.38,1
2281,19.78,2.93,28.21,34.35,6.14,1
2282,19.72,2.8,24.95,30.34,5.39,1
2283,18.28,2.76,20.41,25.19,4.78,1
2284,22.15,2.81,29.57,34.87,5.3,1
2285,22.39,2.95,35.32,40.32,5.0,2
2286,22.92,2.92,59.57,65.16,5.59,2
2287,26.75,2.98,79.11,83.45,4.34,4
2288,31.01,3.83,207.7,278.36,70.66,4
2289,36.27,4.27,261.25,404.46,143.21,4
2290,61.8,4.65,250.29,393.16,142.87,4
2291,58.18,3.88,209.73,302.05,92.32,3
2292,56.68,3.0,188.16,267.69,79.53,3
2293,57.5,2.71,147.47,188.49,41.02,3
2294,66.0,2.76,136.66,174.7,38.04,3
2295,64.27,2.5,132.27,175.76,43.49,3
2296,64.64,2.35,92.2,105.17,12.97,3
2297,56.86,2.47,93.41,118.09,24.68,3
2298,55.13,2.53,102.36,145.19,42.83,3
2299,63.49,3.17,123.02,180.93,57.91,3
2300,62.71,2.61,125.16,177.42,52.26,3
2301,57.09,1.97,114.16,150.77,36.61,3
2302,57.98,1.77,51.01,64.58,13.57,2
2303,38.62,1.96,39.94,49.76,9.82,2
2304,33.41,2.19,21.18,27.91,6.73,2
2305,35.62,2.17,22.48,29.41,6.93,2
2306,39.18,2.11,19.37,26.4,7.03,2
2307,39.91,3.42,19.17,25.46,6.29,3
2308,60.48,2.54,45.71,52.16,6.45,4
2309,120.56,1.8,31.46,36.61,5.15,4
2310,116.32,2.18,25.23,29.94,4.71,3
2311,76.18,2.25,18.96,23.28,4.32,3
2312,50.54,2.35,9.53,13.52,3.99,2
2313,35.21,2.32,7.33,11.22,3.89,1
2314,24.65,2.39,7.4,11.29,3.89,1
2315,17.25,2.35,9.11,13.0,3.89,1
2316,12.08,3.23,16.37,19.51,3.14,1
2317,14.23,2.01,10.92,16.5,5.58,1
2318,9.93,1.93,11.82,17.63,5.81,1
2319,17.18,2.11,14.51,20.21,5.7,1
2320,12.58,2.1,13.36,18.76,5.4,1
2321,11.11,2.1,16.36,22.35,5.99,1
2322,15.48,2.23,15.76,21.35,5.59,1
2323,11.61,2.46,18.6,24.09,5.49,1
2324,16.98,2.39,26.43,31.64,5.21,1
2325,20.33,2.43,36.12,40.85,4.73,2
2326,24.44,2.44,53.97,58.3,4.33,2
2327,25.04,2.27,54.45,59.88,5.43,2
2328,30.03,2.49,31.64,36.3,4.66,1
2329,22.56,2.68,35.99,40.65,4.66,2
2330,27.79,2.59,37.06,41.57,4.51,2
2331,27.24,2.62,40.86,45.64,4.78,2
2332,28.77,2.53,24.32,28.66,4.34,2
2333,25.07,2.46,16.3,20.45,4.15,2
2334,26.67,2.5,15.01,19.19,4.18,2
2335,32.43,2.16,16.37,20.55,4.18,2
2336,32.71,2.08,15.88,20.57,4.69,2
2337,34.53,1.89,23.0,30.46,7.46,2
2338,32.61,2.03,28.01,37.81,9.8,2
2339,28.82,2.32,28.73,38.54,9.81,1
2340,20.93,2.1,23.28,30.96,7.68,1
2341,19.5,2.24,16.61,22.39,5.78,1
2342,14.34,2.29,15.83,21.34,5.51,1
2343,18.48,2.82,14.32,19.27,4.95,1
2344,13.28,3.25,15.37,20.55,5.18,1
2345,9.3,2.84,15.83,20.83,5.0,1
2346,6.52,2.63,14.68,19.27,4.59,1
2347,7.83,2.43,17.66,22.26,4.6,1
2348,11.12,2.39,20.38,24.5,4.12,1
2349,14.9,2.39,27.88,31.7,3.82,3
2350,15.95,2.44,116.47,139.27,22.8,2
2351,21.8,2.73,97.04,113.4,16.36,2
2352,33.56,2.96,73.12,81.17,8.05,2
2353,38.05,2.83,77.64,86.06,8.42,2
2354,36.58,3.11,39.25,43.98,4.73,2
2355,40.2,2.8,38.18,42.75,4.57,2
2356,35.75,2.64,26.62,31.36,4.74,2
2357,36.46,2.57,15.53,20.17,4.64,2
2358,29.47,2.68,15.75,20.36,4.61,1
2359,21.23,2.62,14.91,19.54,4.63,1
2360,24.38,3.02,17.5,21.62,4.12,1
2361,18.14,2.62,19.81,26.26,6.45,2
2362,31.49,2.93,20.91,28.77,7.86,1
2363,22.9,2.75,14.52,21.03,6.51,2
2364,43.12,2.84,14.23,20.92,6.69,1
2365,23.46,3.02,12.74,19.24,6.5,2
2366,28.34,3.27,11.99,17.73,5.74,1
2367,22.88,3.31,11.14,16.78,5.64,1
2368,16.12,3.38,10.14,15.79,5.65,1
2369,11.29,3.28,11.96,17.91,5.95,1
2370,15.75,3.15,16.94,23.13,6.19,1
2371,13.0,3.06,17.21,22.64,5.43,2
2372,33.07,2.95,42.57,48.6,6.03,2
2373,24.12,3.05,53.63,60.19,6.56,2
2374,16.88,3.01,59.64,67.02,7.38,1
2375,20.07,2.9,38.91,44.76,5.85,2
2376,41.36,2.8,31.72,36.81,5.09,2
2377,42.74,2.61,29.61,33.7,4.09,2
2378,40.85,2.54,29.68,33.92,4.24,2
2379,36.13,2.54,23.58,27.65,4.07,2
2380,30.31,2.71,18.3,22.39,4.09,2
2381,25.46,2.55,14.41,18.49,4.08,1
2382,19.01,2.58,19.46,23.53,4.07,1
2383,19.42,2.53,26.25,31.62,5.37,2
2384,27.57,2.68,32.64,40.64,8.0,2
2385,31.72,3.05,22.02,28.82,6.8,2
2386,25.96,3.19,20.94,27.12,6.18,1
2387,19.97,3.86,15.91,21.27,5.36,1
2388,22.7,3.94,15.42,20.2,4.78,1
2389,4.19,3.37,17.0,21.79,4.79,1
2390,14.44,3.1,18.42,23.11,4.69,1
2391,15.56,3.4,38.48,42.99,4.51,3
2392,14.51,3.49,152.12,182.95,30.83,3
2393,13.33,3.1,122.92,148.42,25.5,2
2394,41.5,2.74,70.06,82.1,12.04,2
2395,33.92,6.0,66.02,73.59,7.57,2
2396,33.92,4.0,66.02,73.59,7.57,2
2397,23.64,4.27,72.61,81.58,8.97,2
2398,30.62,3.91,34.66,39.24,4.58,2
2399,25.89,4.06,39.01,43.68,4.67,2
2400,18.2,4.63,56.08,61.41,5.33,2
2401,16.36,3.87,71.61,95.1,23.49,2
2402,25.97,4.15,78.59,114.39,35.8,2
2403,23.42,4.72,66.01,91.79,25.78,2
2404,17.66,4.32,71.51,97.91,26.4,1
2405,12.66,3.96,44.08,57.08,13.0,1
2406,9.38,4.05,46.35,59.3,12.95,1
2407,10.26,3.89,15.68,21.96,6.28,1
2408,7.38,4.17,15.37,21.2,5.83,1
2409,6.3,3.84,12.6,17.99,5.39,1
2410,7.54,3.99,35.82,41.73,5.91,1
2411,5.37,4.01,36.14,41.34,5.2,1
2412,10.43,4.05,40.41,45.52,5.11,1
2413,12.82,4.02,45.14,50.86,5.72,1
2414,9.76,3.74,47.65,53.18,5.53,1
2415,11.01,3.72,37.67,41.96,4.29,1
2416,11.68,3.56,32.23,36.63,4.4,1
2417,12.99,3.5,23.59,28.01,4.42,1
2418,16.5,3.56,13.23,17.52,4.29,1
2419,19.3,3.75,17.11,21.42,4.31,1
2420,14.19,3.51,19.64,23.95,4.31,1
2421,15.22,3.61,21.73,26.69,4.96,2
2422,27.87,3.61,49.37,63.79,14.42,1
2423,24.99,3.34,25.86,33.34,7.48,1
2424,23.59,3.44,25.03,31.53,6.5,1
2425,0.47,2.73,15.83,21.32,5.49,1
2426,4.8,3.02,20.18,26.49,6.31,1
2427,7.21,3.23,30.85,37.27,6.42,1
2428,6.27,3.6,48.71,55.63,6.92,2
2429,13.35,3.77,76.56,84.19,7.63,3
2430,13.04,3.74,111.56,130.14,18.58,3
2431,13.28,4.54,116.58,139.72,23.14,2
2432,13.17,4.43,74.15,82.18,8.03,1
2433,15.64,3.89,39.91,44.35,4.44,1
2434,14.38,3.89,47.77,52.67,4.9,1
2435,13.05,3.99,39.85,44.33,4.48,1
2436,10.97,3.83,26.36,30.59,4.23,1
2437,13.88,3.68,20.87,25.28,4.41,1
2438,17.48,3.8,18.21,22.67,4.46,1
2439,13.65,3.74,22.88,28.08,5.2,1
2440,21.63,3.53,22.26,29.49,7.23,1
2441,19.06,3.52,21.68,28.29,6.61,1
2442,22.17,3.65,22.13,28.26,6.13,1
2443,18.41,3.72,20.37,26.18,5.81,1
2444,16.38,3.89,21.25,26.91,5.66,1
2445,16.28,4.06,27.26,32.88,5.62,1
2446,11.48,3.68,24.82,29.83,5.01,2
2447,9.82,3.92,68.46,73.46,5.0,3
2448,16.03,4.24,178.46,213.88,35.42,3
2449,19.5,4.34,168.6,220.45,51.85,3
2450,18.51,4.72,187.56,271.81,84.25,4
2451,20.3,5.48,213.06,351.97,138.91,3
2452,18.96,4.66,165.94,244.4,78.46,3
2453,21.66,4.34,146.73,202.59,55.86,3
2454,23.24,4.29,108.57,133.0,24.43,3
2455,27.55,4.08,101.35,123.34,21.99,3
2456,19.36,4.27,114.12,165.69,51.57,2
2457,17.48,4.1,95.42,132.75,37.33,2
2458,31.6,4.07,68.79,90.49,21.7,2
2459,34.75,4.32,57.22,75.58,18.36,2
2460,27.02,3.61,49.22,62.12,12.9,2
2461,33.51,2.96,15.12,21.5,6.38,1
2462,24.29,3.31,13.46,19.43,5.97,1
2463,24.06,3.43,14.52,20.65,6.13,1
2464,20.3,3.36,13.82,19.58,5.76,1
2465,16.4,3.86,14.02,19.42,5.4,1
2466,15.23,4.04,19.07,24.38,5.31,1
2467,23.19,3.94,20.06,25.08,5.02,1
2468,22.65,3.93,30.08,34.88,4.8,2
2469,23.26,4.24,53.08,57.6,4.52,2
2470,29.05,3.97,44.04,48.43,4.39,2
2471,29.16,3.99,55.02,60.49,5.47,2
2472,16.46,4.28,57.18,62.41,5.23,2
2473,26.98,4.45,63.88,69.83,5.95,2
2474,22.19,4.9,87.77,94.37,6.6,2
2475,24.84,4.76,67.27,71.97,4.7,2
2476,32.45,4.3,45.29,49.91,4.62,2
2477,31.9,4.45,36.5,40.91,4.41,2
2478,30.97,4.53,42.65,47.19,4.54,2
2479,30.94,4.29,48.97,53.71,4.74,2
2480,32.28,3.94,57.01,62.94,5.93,2
2481,40.38,3.77,43.6,50.27,6.67,2
2482,44.39,4.32,42.66,49.92,7.26,2
2483,38.32,3.14,40.26,48.13,7.87,2
2484,36.4,2.91,27.59,34.42,6.83,2
2485,39.2,2.8,14.12,19.62,5.5,2
2486,33.77,2.99,10.11,15.54,5.43,2
2487,31.6,3.5,13.62,18.94,5.32,1
2488,1.25,3.84,14.39,19.87,5.48,3
2489,74.99,4.33,18.96,24.3,5.34,3
2490,61.04,4.08,23.02,28.32,5.3,2
2491,43.37,4.07,27.57,32.8,5.23,2
2492,37.64,4.6,37.2,41.69,4.49,2
2493,26.79,4.54,81.75,86.62,4.87,3
2494,26.58,4.95,162.33,212.81,50.48,3
2495,19.22,4.73,129.19,153.28,24.09,3
2496,18.71,4.23,102.66,113.36,10.7,3
2497,30.23,3.99,116.7,138.51,21.81,2
2498,21.96,4.1,68.5,74.22,5.72,1
2499,20.81,4.1,29.94,34.5,4.56,1
2500,22.1,3.75,18.8,23.22,4.42,1
2501,16.6,3.68,13.22,17.55,4.33,1
2502,12.8,3.52,13.32,17.68,4.36,1
2503,12.46,3.33,15.94,20.61,4.67,1
2504,22.55,3.36,34.31,42.12,7.81,1
2505,18.73,3.5,39.66,50.11,10.45,1
2506,18.97,3.29,36.91,47.06,10.15,1
2507,23.74,3.0,27.39,35.25,7.86,1
2508,24.11,2.78,21.29,27.75,6.46,2
2509,29.32,3.17,16.19,21.78,5.59,1
2510,23.31,3.76,15.74,20.45,4.71,1
2511,23.59,3.83,18.08,22.85,4.77,2
2512,28.71,3.32,22.57,27.53,4.96,2
2513,26.13,3.19,23.06,27.67,4.61,2
2514,29.31,3.32,19.77,23.85,4.08,2
2515,28.32,3.36,18.08,22.08,4.0,1
2516,20.88,3.49,24.15,28.34,4.19,1
2517,21.31,3.41,20.78,25.0,4.22,1
2518,20.78,3.34,19.47,23.49,4.02,1
2519,20.71,3.21,17.09,21.4,4.31,1
2520,15.75,3.04,12.38,16.63,4.25,1
2521,15.3,2.96,8.97,13.15,4.18,1
2522,15.12,2.84,7.57,11.79,4.22,1
2523,17.31,2.88,7.84,12.11,4.27,1
2524,12.49,2.8,9.33,13.9,4.57,1
2525,12.49,2.74,14.44,19.79,5.35,1
2526,20.51,2.65,14.62,20.87,6.25,1
2527,24.54,2.53,17.01,23.62,6.61,1
2528,19.81,2.7,16.22,22.51,6.29,2
2529,28.84,2.79,15.07,20.87,5.8,2
2530,30.45,2.53,14.99,20.17,5.18,1
2531,23.2,2.61,19.29,24.73,5.44,1
2532,20.03,2.74,28.69,34.41,5.72,1
2533,15.85,2.74,42.87,48.11,5.24,2
2534,15.18,2.99,62.69,67.87,5.18,2
2535,22.22,2.95,56.99,62.55,5.56,2
2536,25.94,3.09,29.67,34.41,4.74,1
2537,18.31,3.21,36.06,40.62,4.56,1
2538,17.11,3.57,28.27,32.55,4.28,1
2539,13.45,3.65,22.17,26.59,4.42,1
2540,10.63,3.62,16.42,20.76,4.34,1
2541,10.68,3.73,11.25,15.61,4.36,1
2542,11.67,3.71,10.91,15.28,4.37,1
2543,9.63,3.52,14.13,18.53,4.4,2
2544,26.06,3.06,30.61,40.79,10.18,1
2545,21.29,3.09,25.12,32.86,7.74,2
2546,26.26,2.81,23.23,29.73,6.5,1
2547,21.38,2.86,23.33,28.8,5.47,2
2548,32.5,4.07,89.85,123.19,33.34,2
2549,39.31,3.93,50.67,61.68,11.01,2
2550,44.19,3.75,39.88,47.96,8.08,2
2551,38.48,3.57,24.17,30.76,6.59,2
2552,33.23,3.5,25.85,32.66,6.81,2
2553,32.57,3.5,24.88,32.06,7.18,2
2554,30.84,3.48,23.27,30.43,7.16,2
2555,31.82,3.32,32.81,41.28,8.47,1
2556,14.77,3.46,19.04,27.2,8.16,1
2557,19.8,3.44,15.98,22.6,6.62,1
2558,24.97,3.37,16.38,22.26,5.88,1
2559,24.05,3.28,15.45,20.91,5.46,2
2560,25.57,3.71,16.58,21.98,5.4,2
2561,28.01,3.33,19.87,25.17,5.3,1
2562,24.44,3.68,22.94,28.4,5.46,2
2563,25.89,3.85,22.28,27.8,5.52,1
2564,23.61,4.23,24.21,29.87,5.66,1
2565,21.72,4.26,37.62,43.83,6.21,1
2566,22.36,3.95,28.86,34.54,5.68,1
2567,20.76,3.89,24.47,29.92,5.45,1
2568,21.07,3.63,21.87,27.09,5.22,1
2569,22.59,3.67,24.27,29.76,5.49,1
2570,21.76,3.78,19.86,25.33,5.47,1
2571,19.68,3.68,17.72,23.43,5.71,1
2572,17.53,3.5,15.04,20.66,5.62,1
2573,15.98,3.5,12.43,18.01,5.58,1
2574,15.48,3.45,15.18,21.05,5.87,1
2575,19.33,3.46,16.27,23.14,6.87,1
2576,18.74,3.7,15.92,22.46,6.54,1
2577,24.75,3.91,15.01,21.1,6.09,2
2578,27.89,3.76,12.06,16.83,4.77,1
2579,21.23,3.74,41.96,47.09,5.13,2
2580,22.95,3.86,53.82,59.23,5.41,1
2581,23.75,3.96,40.77,46.41,5.64,1
2582,21.39,3.44,26.39,31.87,5.48,1
2583,20.45,3.04,24.64,30.21,5.57,1
2584,17.88,3.15,21.15,26.7,5.55,1
2585,21.2,2.85,20.08,25.83,5.75,1
2586,20.88,2.94,16.54,22.37,5.83,1
2587,16.07,2.79,19.89,25.87,5.98,1
2588,13.7,2.83,17.73,23.93,6.2,1
2589,15.2,2.75,18.04,24.87,6.83,1
2590,20.05,2.87,14.79,21.41,6.62,1
2591,16.56,2.75,13.24,19.26,6.02,1
2592,18.92,2.68,11.9,17.33,5.43,1
2593,18.43,2.44,11.64,16.89,5.25,1
2594,18.93,2.75,15.09,20.47,5.38,1
2595,19.58,2.62,14.44,19.74,5.3,1
2596,19.95,2.66,16.93,22.42,5.49,1
2597,17.97,2.74,33.78,40.09,6.31,2
2598,20.35,2.79,54.84,61.23,6.39,3
2599,28.85,3.19,115.92,142.51,26.59,2
2600,32.2,3.26,78.93,88.62,9.69,2
2601,34.42,3.26,52.91,58.75,5.84,2
2602,31.82,4.0,35.2,40.95,5.75,2
2603,29.57,3.75,29.74,35.23,5.49,2
2604,30.64,4.1,19.06,24.61,5.55,2
2605,26.37,4.07,13.07,18.22,5.15,1
2606,23.52,3.61,12.55,17.58,5.03,1
2607,21.64,3.42,14.59,19.51,4.92,1
2608,24.6,3.99,19.77,25.22,5.45,2
2609,29.49,3.9,31.68,37.2,5.52,2
2610,27.07,3.69,34.24,40.68,6.44,2
2611,29.44,3.63,33.1,40.21,7.11,2
2612,34.51,3.35,26.3,32.88,6.58,2
2613,36.64,3.52,17.13,23.06,5.93,2
2614,35.04,3.4,18.43,24.27,5.84,2
2615,41.75,3.44,18.36,24.12,5.76,2
2616,37.09,3.52,21.44,27.44,6.0,2
2617,31.42,3.52,44.55,49.29,4.74,2
2618,30.86,3.34,35.98,40.8,4.82,2
2619,32.59,3.34,58.85,63.82,4.97,2
2620,27.78,3.56,85.57,95.42,9.85,2
2621,28.15,4.15,31.37,35.96,4.59,2
2622,33.87,4.33,22.77,27.45,4.68,2
2623,33.41,4.22,23.05,27.61,4.56,2
2624,27.52,4.5,21.46,26.09,4.63,1
2625,21.69,4.96,15.01,20.1,5.09,2
2626,29.63,4.51,36.2,43.37,7.17,2
2627,32.99,4.51,38.36,46.67,8.31,2
2628,37.36,4.21,18.2,24.45,6.25,2
2629,33.26,4.1,17.86,23.83,5.97,2
2630,34.69,3.88,17.56,23.22,5.66,2
2631,31.18,4.02,21.6,27.62,6.02,2
2632,30.55,3.97,21.57,27.36,5.79,2
2633,36.22,3.96,24.68,30.53,5.85,2
2634,31.21,3.76,34.82,41.75,6.93,2
2635,29.32,4.03,45.88,53.01,7.13,2
2636,26.88,3.82,69.52,76.38,6.86,2
2637,24.86,3.99,85.5,93.42,7.92,2
2638,32.45,4.18,56.05,61.94,5.89,2
2639,38.69,4.12,51.63,56.7,5.07,2
2640,36.93,4.34,62.27,67.7,5.43,2
2641,31.87,4.22,64.58,69.51,4.93,2
2642,29.45,4.39,57.21,61.82,4.61,2
2643,26.15,4.85,40.67,44.96,4.29,1
2644,22.54,4.98,27.04,31.94,4.9,1
2645,18.92,4.99,29.54,35.31,5.77,1
2646,19.12,4.92,25.02,30.91,5.89,1
2647,22.91,4.67,42.1,50.76,8.66,2
2648,36.49,4.11,35.16,42.45,7.29,2
2649,36.31,4.18,22.9,28.87,5.97,2
2650,35.26,4.25,23.24,28.8,5.56,2
2651,36.95,4.02,17.34,22.57,5.23,2
2652,30.77,3.91,16.58,21.86,5.28,2
2653,31.06,3.9,16.49,21.45,4.96,2
2654,29.59,3.79,20.99,26.45,5.46,2
2655,30.51,3.84,24.03,29.32,5.29,2
2656,27.18,4.0,45.77,51.38,5.61,2
2657,26.26,4.06,66.9,73.41,6.51,2
2658,24.03,4.12,79.8,87.92,8.12,3
2659,28.04,4.1,131.92,165.37,33.45,3
2660,26.91,4.26,108.0,131.56,23.56,2
2661,28.3,4.41,74.63,81.56,6.93,2
2662,31.33,4.1,51.53,57.21,5.68,2
2663,35.15,4.47,36.08,42.44,6.36,2
2664,32.99,4.4,27.66,33.99,6.33,2
2665,31.01,4.23,18.76,25.02,6.26,2
2666,31.32,4.12,17.32,23.53,6.21,2
2667,26.77,3.72,15.32,21.17,5.85,2
2668,27.17,3.76,20.86,26.8,5.94,2
2669,32.17,3.79,48.98,59.41,10.43,2
2670,34.11,3.45,45.5,54.33,8.83,2
2671,33.21,3.25,29.31,35.28,5.97,2
2672,33.66,3.76,22.84,28.23,5.39,2
2673,31.61,4.31,20.39,25.59,5.2,2
2674,31.59,4.18,18.45,23.16,4.71,2
2675,33.14,3.84,20.04,24.74,4.7,2
2676,34.46,3.99,21.65,26.54,4.89,2
2677,31.13,3.71,26.93,31.65,4.72,2
2678,41.06,3.51,39.75,45.17,5.42,2
2679,48.11,3.7,91.55,101.48,9.93,3
2680,43.26,4.14,185.0,251.52,66.52,3
2681,46.22,4.19,185.51,265.93,80.42,4
2682,46.99,4.98,215.75,359.83,144.08,3
2683,45.09,4.65,134.8,215.68,80.88,2
2684,47.89,4.39,99.11,143.25,44.14,2
2685,44.75,4.02,83.44,101.94,18.5,2
2686,42.62,3.73,66.74,79.0,12.26,2
2687,36.16,3.55,46.62,56.36,9.74,2
2688,33.56,3.66,51.03,62.25,11.22,2
2689,32.75,3.67,60.48,78.5,18.02,2
2690,37.44,3.69,54.29,72.85,18.56,2
2691,45.06,3.39,36.4,47.85,11.45,2
2692,46.97,2.94,33.59,42.09,8.5,2
2693,45.87,3.18,19.13,25.85,6.72,2
2694,43.22,3.14,18.8,24.54,5.74,2
2695,38.83,2.85,18.55,23.78,5.23,2
2696,35.63,2.97,17.71,22.8,5.09,2
2697,31.96,3.02,19.21,24.16,4.95,2
2698,29.69,3.14,21.71,26.57,4.86,2
2699,25.28,3.15,26.37,31.39,5.02,1
2700,20.9,3.2,48.35,54.04,5.69,2
2701,23.19,3.25,82.42,89.43,7.01,3
2702,25.64,3.39,102.19,112.37,10.18,3
2703,24.84,3.28,111.64,126.54,14.9,3
2704,28.37,3.86,114.74,140.35,25.61,2
2705,32.64,3.77,68.32,76.13,7.81,1
2706,4.19,4.65,44.79,51.63,6.84,2
2707,37.85,4.78,34.85,41.51,6.66,2
2708,34.61,4.34,29.99,36.27,6.28,2
2709,33.33,4.11,18.51,24.22,5.71,2
2710,25.63,3.92,14.01,19.43,5.42,1
2711,24.6,3.64,15.22,20.54,5.32,2
2712,28.8,3.27,18.43,24.06,5.63,2
2713,33.1,3.62,32.3,39.69,7.39,2
2714,35.72,3.75,37.9,46.95,9.05,2
2715,36.88,4.03,29.55,37.48,7.93,2
2716,37.14,3.81,24.87,31.6,6.73,2
2717,34.11,3.64,19.93,25.74,5.81,2
2718,35.96,3.67,16.99,22.1,5.11,2
2719,34.32,3.6,17.53,22.27,4.74,1
2720,8.27,3.82,18.43,22.95,4.52,2
2721,33.93,5.99,21.49,25.61,4.12,2
2722,33.93,3.99,21.49,25.61,4.12,2
2723,28.17,3.82,23.84,27.84,4.0,2
2724,26.23,3.95,35.34,39.74,4.4,2
2725,27.44,3.8,70.64,77.11,6.47,3
2726,19.55,4.1,111.74,122.15,10.41,3
2727,16.65,4.55,125.83,144.88,19.05,3
2728,21.23,5.15,105.69,124.05,18.36,2
2729,26.11,4.83,60.54,67.65,7.11,2
2730,30.08,3.65,45.12,51.58,6.46,2
2731,32.24,3.5,36.59,42.48,5.89,2
2732,35.38,3.36,27.14,32.75,5.61,2
2733,34.65,3.3,19.92,25.27,5.35,2
2734,33.15,3.28,17.83,22.99,5.16,2
2735,32.01,3.13,19.64,24.84,5.2,2
2736,28.04,2.78,20.43,25.81,5.38,2
2737,33.04,2.69,22.39,28.42,6.03,2
2738,34.3,2.68,21.84,28.55,6.71,2
2739,31.6,2.74,20.77,27.79,7.02,2
2740,30.15,2.14,16.1,22.08,5.98,2
2741,28.5,2.32,13.48,18.94,5.46,2
2742,28.81,2.15,11.57,16.58,5.01,2
2743,25.7,2.32,13.69,18.67,4.98,1
2744,21.12,2.59,14.09,19.01,4.92,1
2745,21.77,2.3,14.52,19.12,4.6,1
2746,19.58,2.69,20.85,25.31,4.46,1
2747,17.07,2.56,29.5,33.94,4.44,1
2748,18.4,2.85,30.0,34.76,4.76,1
2749,19.25,2.98,36.04,41.05,5.01,1
2750,24.01,3.11,39.68,45.0,5.32,2
2751,27.01,3.23,31.05,36.25,5.2,2
2752,25.11,2.96,28.38,33.57,5.19,1
2753,21.74,3.51,31.82,37.03,5.21,1
2754,21.05,3.4,26.5,31.67,5.17,1
2755,18.39,3.33,18.81,23.85,5.04,1
2756,23.86,3.34,15.09,20.02,4.93,2
2757,26.28,3.25,12.87,17.73,4.86,1
2758,23.15,3.07,13.75,18.96,5.21,1
2759,23.0,3.06,21.18,26.85,5.67,2
2760,27.54,3.25,38.55,46.58,8.03,2
2761,32.43,3.27,42.24,52.55,10.31,2
2762,31.96,3.37,37.06,47.07,10.01,2
2763,31.02,3.33,23.87,31.5,7.63,2
2764,30.25,3.09,19.89,26.57,6.68,2
2765,29.28,3.19,16.0,22.04,6.04,2
2766,29.84,3.28,12.81,18.38,5.57,1
2767,24.51,3.53,13.85,19.29,5.44,1
2768,20.02,3.48,15.16,20.48,5.32,1
2769,22.44,3.49,15.35,20.55,5.2,1
2770,17.01,3.57,21.93,27.32,5.39,1
2771,16.65,3.59,30.41,35.51,5.1,2
2772,18.85,3.45,57.54,63.71,6.17,2
2773,17.45,3.59,67.96,74.52,6.56,2
2774,17.82,3.94,76.37,82.86,6.49,2
2775,20.45,4.19,54.74,61.59,6.85,1
2776,22.15,4.15,28.37,34.45,6.08,1
2777,22.75,4.17,22.19,26.98,4.79,1
2778,19.27,4.25,18.84,23.39,4.55,1
2779,18.52,4.51,14.44,18.78,4.34,1
2780,18.38,4.21,12.29,16.7,4.41,1
2781,17.85,4.38,12.16,16.39,4.23,1
2782,16.49,4.27,12.33,16.57,4.24,1
2783,13.24,4.12,13.46,17.9,4.44,1
2784,15.38,4.44,30.56,36.44,5.88,1
2785,24.47,4.24,31.09,37.87,6.78,2
2786,25.23,3.86,23.98,30.66,6.68,2
2787,27.51,3.86,17.03,23.17,6.14,2
2788,27.02,3.69,17.2,23.39,6.19,2
2789,28.59,3.73,17.86,23.96,6.1,2
2790,28.54,3.62,13.61,19.15,5.54,1
2791,23.86,3.56,16.15,21.59,5.44,1
2792,22.39,3.92,13.5,18.76,5.26,2
2793,26.01,3.58,16.12,21.15,5.03,1
2794,20.06,3.47,25.03,30.43,5.4,1
2795,19.24,3.52,41.21,47.23,6.02,2
2796,23.49,3.66,80.49,87.11,6.62,3
2797,20.59,4.28,112.64,123.64,11.0,3
2798,23.74,3.78,113.24,135.71,22.47,3
2799,30.09,4.22,100.12,142.34,42.22,2
2800,33.96,3.94,45.86,52.54,6.68,2
2801,31.09,3.98,42.13,47.8,5.67,2
2802,31.77,4.05,30.75,35.96,5.21,1
2803,24.92,3.83,23.89,28.75,4.86,2
2804,26.07,3.87,17.41,22.17,4.76,1
2805,24.71,3.7,14.96,19.54,4.58,1
2806,21.12,3.61,18.19,22.73,4.54,1
2807,18.75,3.82,22.31,26.96,4.65,2
2808,25.02,3.61,40.32,46.25,5.93,2
2809,32.0,3.7,47.13,56.95,9.82,2
2810,35.05,3.98,40.37,49.81,9.44,2
2811,33.29,4.13,19.68,26.36,6.68,2
2812,28.51,4.04,14.38,20.22,5.84,2
2813,26.07,3.95,16.19,21.67,5.48,2
2814,28.14,4.03,14.11,19.41,5.3,2
2815,28.48,3.94,13.78,18.76,4.98,2
2816,25.48,4.27,13.86,18.98,5.12,2
2817,25.45,4.17,14.95,19.73,4.78,1
2818,19.71,4.0,18.94,23.84,4.9,1
2819,16.41,3.98,25.72,30.54,4.82,3
2820,20.17,4.31,102.77,113.02,10.25,3
2821,20.2,5.11,129.52,147.62,18.1,3
