,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,S5_PM10,S5_CO,S7_PM10,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,S10_PM10,S10_PM25,S10_CO,S11_PM10,S12_CO,S13_PM10,S13_PM25,S13_SO2,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3
186,34.02,19.87,7.8,63.18,90.49,27.31,78.9,11.7,4.3,836.86,2.41,39.84,932.24,29.9,51.78,4.78,86.55,127.33,40.78,43.15,13.94,2111.84,47.25,1387.4,32.61,8.16,2.61,38.53,14.61,10.03,74.82,111.75,36.93,13.05,1.68,32.19,42.0,9.82,15.14,44.37,27.16,7.72,78.81,115.6,36.79,7.51
193,34.62,7.11,7.04,47.24,53.54,6.3,55.8,9.9,3.28,519.02,2.04,46.29,813.98,21.21,31.79,4.05,80.37,109.97,29.6,45.75,15.27,2098.02,32.46,1375.29,34.12,7.3,1.89,32.85,28.77,9.12,57.96,84.6,26.64,14.69,1.32,17.46,20.15,2.69,19.01,22.2,13.02,6.79,68.58,84.88,16.31,3.09
194,39.54,9.4,6.97,53.44,61.82,8.38,55.0,12.91,3.41,558.51,2.33,39.97,735.52,23.91,29.37,3.96,79.99,111.17,31.18,43.39,11.81,2013.2,32.38,1472.54,32.03,7.42,1.93,28.64,20.86,8.24,53.91,76.7,22.79,10.28,1.15,16.26,18.04,1.78,19.6,25.75,13.79,6.86,70.67,92.72,22.05,2.17
195,25.5,19.44,7.18,51.66,64.14,12.48,57.9,15.84,3.81,581.48,2.22,37.92,757.08,23.35,30.63,4.15,85.22,119.82,34.6,32.2,9.46,2064.73,34.95,1470.15,36.35,7.14,1.87,22.78,20.75,7.8,53.83,68.32,14.49,7.38,0.92,17.41,19.5,2.09,19.23,24.53,9.65,7.2,77.68,105.96,28.28,1.88
196,16.81,13.88,6.82,43.41,49.73,6.32,57.9,13.21,3.36,502.24,2.17,35.41,851.25,17.44,30.53,4.05,93.32,138.55,45.23,43.49,21.11,1886.94,35.88,1038.48,35.43,7.08,1.9,29.09,25.41,8.11,59.09,75.67,16.58,6.09,0.96,11.46,12.3,0.83,22.34,17.93,8.16,7.07,84.59,121.28,36.69,2.13
197,15.81,20.59,6.8,42.54,47.06,4.52,51.4,14.98,3.45,407.17,2.29,37.96,636.58,30.55,39.08,4.01,86.68,120.26,33.58,36.91,16.08,1649.25,35.99,545.47,36.86,7.11,1.89,41.72,21.81,11.07,81.66,99.95,18.29,4.26,1.15,9.61,10.41,0.8,22.66,22.53,20.87,7.05,83.21,115.78,32.58,2.47
198,19.3,16.72,6.69,49.44,53.85,4.41,54.2,13.81,3.08,358.14,2.84,38.49,461.07,37.54,41.2,3.76,73.26,92.86,19.6,37.3,12.12,1572.8,37.16,357.88,28.81,6.97,1.84,44.18,15.27,10.21,95.85,121.61,25.76,3.09,1.02,9.35,10.15,0.8,23.27,28.01,23.4,7.11,37.17,45.52,8.35,16.34
199,20.55,10.8,6.92,72.22,92.2,19.98,40.8,10.49,3.27,297.34,3.74,36.12,452.44,35.43,39.94,4.07,52.24,63.06,10.82,27.18,8.68,1499.88,42.49,328.98,15.41,7.14,1.93,53.71,10.69,10.96,103.94,146.9,42.96,2.72,1.39,12.24,13.12,0.89,20.99,29.02,24.71,7.22,32.34,39.94,7.6,20.23
200,30.76,10.04,7.11,83.84,113.67,29.83,39.7,12.89,3.58,382.03,2.66,31.12,396.14,28.65,37.82,4.24,49.97,62.36,12.39,19.82,6.09,1541.16,32.64,524.47,12.98,7.4,1.85,53.05,9.28,10.86,105.95,151.37,45.42,1.9,1.18,35.97,40.06,4.09,12.52,28.89,24.4,7.07,31.73,41.45,9.72,26.91
201,39.18,14.4,7.34,80.91,108.17,27.26,38.7,14.69,3.45,453.55,2.54,24.97,436.93,29.7,27.16,4.23,63.07,83.42,20.35,16.6,5.71,1516.89,32.41,1204.3,11.01,7.11,2.01,47.3,14.35,11.42,128.03,205.59,77.56,1.37,1.37,36.84,44.73,7.89,13.62,20.37,17.48,7.32,35.39,48.53,13.14,26.8
202,31.55,19.12,7.7,82.95,119.2,36.25,40.9,11.56,3.77,423.28,3.77,19.99,561.31,25.46,23.81,4.43,83.0,124.9,41.9,21.18,6.28,1609.08,23.28,2927.27,20.06,6.67,2.38,46.46,25.28,12.66,123.51,197.03,73.52,1.16,1.33,59.17,89.46,30.29,15.5,17.86,16.59,8.19,69.12,103.1,33.97,15.62
203,37.16,19.93,7.84,78.72,117.55,38.83,46.2,8.35,3.55,346.93,5.28,22.09,950.32,21.42,26.28,4.77,79.83,120.62,40.79,31.13,4.59,1777.44,29.14,2351.26,33.9,6.87,2.91,44.24,30.68,13.02,111.9,173.98,62.08,1.42,1.18,32.71,42.54,9.83,17.03,36.7,16.62,9.28,90.16,154.32,64.16,10.76
204,32.46,23.12,8.15,81.31,125.07,43.76,47.2,9.08,4.39,386.94,5.21,26.52,841.35,28.83,24.02,4.83,55.7,75.3,19.6,28.83,3.51,1666.05,37.55,1244.06,47.57,7.29,4.05,43.3,22.26,11.99,86.61,127.51,40.9,4.54,1.72,29.18,40.13,10.96,17.2,40.93,36.07,8.95,102.14,177.29,75.15,5.26
208,30.48,12.92,8.47,43.95,56.65,12.7,61.3,15.01,3.99,662.38,4.06,46.97,660.28,0.0,31.16,5.24,52.21,67.77,15.56,32.08,3.05,1476.51,38.76,981.09,44.83,7.7,3.65,36.28,11.96,12.83,57.27,79.78,22.51,9.86,2.56,29.09,39.38,10.28,17.5,35.27,18.94,8.56,59.98,86.59,26.6,21.46
227,16.18,8.17,0.69,26.79,30.15,3.36,35.1,16.8,3.0,393.26,3.33,23.7,1885.64,10.19,9.99,4.06,74.99,109.24,34.25,19.38,0.01,1482.1,18.01,1572.21,40.37,6.93,1.67,11.71,2.4,0.26,70.37,84.39,14.02,7.99,3.34,36.46,70.6,34.14,14.96,36.3,25.55,10.22,124.26,195.06,70.8,5.72
228,19.06,6.8,0.75,34.03,38.41,4.38,44.0,16.71,3.13,411.92,3.29,23.7,838.17,11.59,14.02,4.0,64.07,92.69,28.62,22.69,0.85,1648.77,25.42,708.21,60.97,7.03,1.9,21.96,2.06,4.37,88.65,116.78,28.13,13.49,3.69,22.38,29.54,7.16,22.11,83.18,52.92,11.68,109.19,170.59,61.4,7.32
229,18.47,17.84,0.8,36.98,42.57,5.59,50.1,18.07,3.2,415.62,4.21,42.44,920.7,18.74,21.91,4.39,72.05,111.31,39.26,28.14,4.7,1662.44,27.93,734.09,64.69,7.08,2.19,34.72,4.24,0.81,100.0,138.22,38.22,28.16,4.05,24.27,33.3,9.04,21.85,124.71,55.62,15.55,116.08,193.68,77.6,8.94
375,79.0,35.24,18.97,153.09,267.18,114.09,104.9,28.89,8.66,1246.43,8.83,64.14,528.22,82.07,85.19,5.43,81.43,111.74,30.31,48.48,23.78,363.55,138.86,877.76,74.38,42.25,4.5,81.21,40.43,9.76,101.4,140.9,39.5,114.94,6.51,26.45,35.96,9.51,26.14,173.38,88.2,17.33,184.35,309.73,125.38,18.66
376,87.69,58.64,19.59,99.37,147.81,48.44,97.7,32.06,8.21,1082.21,8.67,54.95,468.22,83.43,75.76,4.46,72.4,105.94,33.54,32.58,24.09,332.22,129.21,747.18,77.92,39.86,4.68,76.9,42.14,8.3,103.85,131.21,27.36,84.51,5.25,20.15,25.74,5.6,31.02,162.66,89.74,8.9,93.92,132.52,38.6,28.51
377,95.32,56.59,12.99,89.33,126.94,37.61,88.6,31.86,8.03,1126.6,7.82,49.82,477.15,64.23,70.14,3.87,93.74,123.57,29.83,23.22,18.07,396.8,103.66,961.47,72.88,38.37,3.6,67.53,41.02,8.1,89.6,109.72,20.12,52.42,4.99,23.62,29.77,6.15,29.58,123.15,66.66,7.97,78.55,106.24,27.69,34.43
378,67.21,34.2,12.71,106.2,148.99,42.79,85.1,25.77,8.54,1818.21,6.52,46.24,506.9,59.5,70.4,4.01,93.32,118.31,24.99,32.07,12.7,642.93,85.75,1658.04,44.02,33.76,4.25,49.48,41.29,7.64,104.96,126.21,21.25,31.74,5.18,27.88,35.97,8.1,28.38,97.2,42.59,11.1,98.74,140.4,41.66,23.69
379,70.16,33.14,12.46,87.3,114.26,26.96,80.1,23.16,8.45,2111.74,5.64,44.24,809.25,66.02,62.14,3.24,80.91,104.38,23.47,34.26,8.89,518.69,77.22,3626.05,54.99,31.65,4.94,54.35,33.19,8.25,192.18,276.06,83.88,30.32,5.74,54.86,67.48,12.62,17.84,82.27,34.07,11.59,210.81,428.18,217.38,6.54
380,60.64,19.47,13.1,107.9,152.01,44.11,77.7,21.17,8.47,1931.37,5.61,46.39,1662.22,69.34,52.33,3.87,146.48,229.27,82.79,27.86,6.23,599.63,78.22,4246.14,99.5,33.79,6.17,67.67,26.88,7.01,224.76,377.46,152.7,36.53,7.66,175.4,344.91,169.51,4.86,152.5,40.51,15.09,555.4,1413.3,857.9,7.34
381,56.96,12.95,15.47,251.75,518.32,266.57,73.9,19.92,8.88,2140.68,5.71,55.93,2483.2,65.64,49.15,4.15,199.28,361.61,162.33,29.38,4.36,579.52,108.44,5130.18,128.29,39.15,9.0,72.12,26.18,6.27,256.83,472.17,215.34,61.96,19.61,190.68,396.08,205.4,5.08,335.04,75.9,13.39,322.01,760.8,438.79,5.48
382,88.19,13.02,13.71,265.86,562.93,297.07,85.7,17.41,8.76,1968.05,5.82,67.99,2800.55,59.06,46.23,7.45,328.99,710.64,381.65,36.94,3.05,447.51,135.65,5626.76,169.24,82.57,9.71,79.78,34.06,4.96,246.19,469.59,223.4,102.14,24.09,193.1,421.22,228.12,5.14,328.82,108.12,12.38,297.2,710.72,413.52,5.21
383,17.19,38.42,11.36,231.47,476.42,244.95,90.4,18.23,9.03,2103.68,5.96,74.89,3157.53,50.01,79.04,5.67,234.68,476.13,241.45,28.47,2.14,389.16,136.26,5673.69,185.45,111.33,9.88,85.61,36.1,3.59,153.14,261.13,107.99,125.24,17.6,205.43,453.57,248.14,4.68,220.5,102.15,10.33,241.68,556.9,315.22,4.54
384,17.71,37.97,10.78,254.02,559.92,305.9,89.8,18.21,8.58,1919.36,5.81,71.4,1795.3,40.08,85.37,6.29,94.68,295.06,200.38,28.25,1.49,417.34,145.08,5061.52,177.57,108.22,8.18,87.13,36.82,3.89,152.82,265.46,112.64,144.97,15.35,209.94,471.6,261.66,4.82,188.68,93.8,10.38,246.35,593.2,346.84,4.81
385,22.08,61.79,10.73,286.7,643.62,356.92,85.1,17.35,7.82,1844.23,5.47,65.42,1814.49,36.19,97.75,5.67,189.01,374.37,185.36,28.25,1.51,394.53,173.2,2224.2,140.15,82.87,6.55,79.82,29.91,4.76,140.75,232.7,91.95,158.54,15.81,169.41,373.65,204.24,4.14,207.8,100.71,10.31,221.35,525.0,303.65,5.19
386,43.37,65.99,16.69,187.71,393.31,205.6,76.1,12.94,7.49,1599.5,5.62,65.86,1828.83,28.65,99.57,3.47,141.17,255.72,114.55,25.66,1.09,333.22,175.23,1479.59,94.22,76.22,3.28,70.16,28.99,3.89,124.32,202.32,78.0,148.96,11.41,170.68,377.2,206.52,4.42,215.24,116.28,7.33,162.5,347.57,185.06,4.89
387,34.6,77.22,16.75,210.25,458.64,248.39,72.8,13.9,7.1,1306.91,5.7,62.05,1034.38,20.78,89.34,3.72,148.17,280.97,132.8,30.28,1.1,312.62,156.19,1187.65,71.99,58.04,3.65,60.67,24.01,3.49,113.3,196.57,83.27,135.61,6.79,108.84,196.92,88.09,3.5,150.41,102.04,6.38,137.7,288.44,150.75,5.15
388,35.68,65.08,16.24,132.7,250.19,117.49,63.1,11.18,7.0,1135.19,5.85,54.53,882.13,19.56,87.86,3.39,127.96,227.65,99.69,20.44,1.12,302.49,146.5,905.04,60.09,58.85,2.75,61.2,25.26,3.65,120.79,217.16,96.37,120.89,5.45,73.66,105.74,32.09,4.04,154.96,99.81,6.37,133.38,279.56,146.18,4.64
389,20.9,64.97,13.53,91.42,146.26,54.84,63.2,16.41,6.94,973.98,5.82,50.83,900.0,22.22,67.64,3.1,123.52,213.92,90.4,18.35,0.81,315.78,142.43,778.07,56.36,51.48,2.17,64.66,29.6,3.71,131.62,238.68,107.06,87.8,4.47,38.59,43.62,5.03,10.95,160.42,94.02,6.56,131.03,279.12,148.09,4.97
390,7.61,56.76,12.49,81.49,122.22,40.73,274.6,15.9,6.84,1103.55,5.93,42.59,632.81,21.93,71.75,3.09,103.13,160.92,57.79,20.71,1.64,328.67,139.83,867.4,45.74,35.78,1.8,61.56,25.32,3.9,121.5,221.61,100.11,58.17,4.11,41.14,46.31,5.17,10.74,275.81,122.85,6.21,126.46,270.85,144.4,3.75
391,71.26,49.03,10.68,88.05,140.75,52.7,145.9,13.29,6.54,1205.54,5.65,36.1,1017.77,21.6,63.33,2.68,97.49,150.61,53.12,23.57,2.36,350.39,128.39,818.55,45.34,32.25,1.51,61.73,31.31,5.61,123.73,219.74,96.01,50.77,3.39,59.78,74.53,14.75,6.48,381.25,155.97,5.13,85.53,140.54,55.01,4.08
392,83.15,43.48,13.19,128.04,252.25,124.21,59.0,16.61,6.95,1715.03,5.89,37.12,1135.66,17.36,52.8,2.31,90.69,129.85,39.16,14.41,1.74,408.61,118.66,1039.54,30.47,29.04,1.74,53.39,31.67,5.56,145.65,273.4,127.75,43.83,2.62,83.41,123.88,40.48,4.74,150.71,115.44,4.28,99.38,176.48,77.11,4.63
393,88.12,51.72,11.03,120.03,230.69,110.66,29.6,13.14,7.4,1981.42,5.97,35.1,1950.04,15.53,44.57,2.41,131.29,227.15,95.86,9.85,1.22,482.75,110.56,1095.38,37.6,29.58,2.49,51.86,22.17,5.05,174.6,348.63,174.03,30.82,3.11,158.43,293.91,135.49,3.8,87.62,87.14,4.64,168.23,380.46,212.22,5.47
394,91.67,49.72,8.39,118.22,234.75,116.53,76.0,12.7,7.84,2178.02,5.93,36.16,2169.59,15.22,42.53,3.19,163.73,324.1,160.37,16.3,0.85,486.88,104.85,1371.49,65.24,41.02,3.77,59.23,20.02,4.7,168.8,352.02,183.22,29.88,3.8,283.65,577.45,293.8,4.75,101.88,75.75,8.33,333.82,846.9,513.09,6.24
395,81.31,36.14,10.17,178.36,392.44,214.08,69.8,16.29,8.14,1535.76,7.14,36.17,1790.08,21.53,39.06,4.26,226.72,484.65,257.93,13.26,1.3,431.4,108.21,1374.31,65.06,40.37,4.35,66.57,24.78,7.68,180.05,349.74,169.69,33.59,6.62,158.32,305.48,147.15,5.72,151.27,81.18,18.86,231.2,524.26,293.06,7.36
450,51.59,25.73,12.31,78.86,105.45,26.59,7.5,2.18,4.13,1592.5,6.31,32.78,311.19,9.21,46.67,3.3,72.55,88.82,16.27,11.93,5.96,654.27,61.68,1421.63,33.16,8.89,3.43,52.8,20.12,5.26,109.1,135.13,26.03,30.25,3.62,24.26,29.79,5.53,28.46,42.84,22.54,6.96,73.02,102.9,29.89,32.47
451,57.9,20.46,10.59,75.64,96.99,21.35,35.2,9.37,4.46,2842.27,5.51,30.24,336.19,13.6,37.52,3.08,93.84,125.82,31.98,30.24,4.23,916.74,48.71,3450.55,41.06,9.87,4.7,54.72,18.49,6.16,175.35,239.9,64.55,25.81,5.34,64.71,87.6,22.89,18.87,46.29,16.35,9.86,139.28,259.54,120.27,17.25
452,49.62,14.1,10.42,89.24,115.03,25.79,59.5,13.47,4.83,3028.52,5.5,36.6,731.33,15.33,33.84,2.73,128.18,194.84,66.66,37.58,5.99,2273.32,39.57,2540.62,103.31,34.21,8.12,51.15,20.41,5.94,155.03,194.9,39.87,30.66,8.14,228.19,463.71,235.52,4.54,106.3,23.04,12.78,305.52,720.96,415.44,5.32
453,59.71,16.01,11.68,172.31,306.96,134.65,78.2,17.05,4.7,2718.37,5.7,40.06,1843.47,12.32,37.94,3.09,161.05,288.22,127.17,69.8,4.43,1128.28,44.21,2328.15,156.33,75.43,7.35,48.08,28.28,4.8,179.49,294.41,114.92,56.81,16.63,154.9,285.94,131.04,4.61,245.38,48.42,10.92,284.2,673.78,389.57,5.42
476,68.02,13.05,7.06,59.8,72.93,13.13,68.1,22.99,6.36,2319.4,5.33,29.59,775.5,13.01,50.27,1.92,78.71,92.43,13.72,37.82,10.56,576.53,41.09,5871.38,62.17,23.28,7.25,44.65,25.74,3.9,145.84,172.58,26.74,14.21,5.46,51.66,58.95,7.29,14.27,470.96,46.85,16.8,265.6,589.84,324.24,5.65
477,57.64,9.41,6.56,54.75,63.66,8.91,78.0,19.78,6.78,2659.97,5.37,34.26,997.83,13.33,44.18,1.65,85.74,98.7,12.96,30.43,8.02,474.35,43.81,4187.7,95.58,39.47,7.29,29.66,21.72,5.02,241.69,415.77,174.08,15.01,4.12,37.88,43.89,6.01,19.1,222.55,50.5,14.66,202.2,414.87,212.67,4.99
479,40.14,5.45,8.98,102.28,156.11,53.83,93.5,26.35,6.85,3605.25,5.88,35.08,1925.51,9.88,45.15,2.0,102.56,142.39,39.83,34.26,4.55,476.57,40.44,4219.13,105.65,72.78,10.13,52.01,25.24,5.21,195.61,343.51,147.9,21.32,3.23,114.45,202.8,88.35,4.87,140.4,49.11,9.06,183.67,387.91,204.23,4.82
480,42.41,3.43,9.89,188.63,377.22,188.59,102.7,33.21,6.6,3922.31,5.81,32.14,1763.4,9.15,41.89,3.23,125.49,207.3,81.81,23.74,3.18,480.04,51.47,4174.57,109.74,67.68,10.74,66.44,29.21,4.96,142.15,227.49,85.34,30.41,5.44,149.1,298.14,149.03,4.25,170.69,57.69,8.42,174.25,378.53,204.28,4.81
481,53.66,3.86,10.25,230.24,490.63,260.39,110.6,40.58,6.25,3976.45,6.01,35.34,1971.12,7.0,43.13,2.35,139.16,232.85,93.69,33.2,2.23,476.73,62.41,2216.12,103.1,60.32,8.91,65.09,25.49,5.8,131.71,216.67,84.96,49.99,6.68,131.24,252.55,121.31,4.15,168.01,52.28,7.2,139.74,284.64,144.89,4.38
482,67.88,21.7,10.39,166.2,334.27,168.07,108.3,42.64,5.69,3956.61,6.0,39.7,1015.27,5.67,35.8,4.79,219.2,455.39,236.19,19.57,1.56,606.92,53.78,1562.58,60.76,48.99,5.83,66.43,20.15,3.44,111.36,183.39,72.03,61.69,6.17,105.28,184.84,79.56,3.9,116.97,40.93,6.02,104.36,179.04,74.68,4.19
483,4.02,23.84,11.99,175.0,370.33,195.33,103.9,42.17,5.12,3474.19,5.57,37.3,1293.63,4.27,57.3,5.18,234.97,505.02,270.05,26.09,1.09,848.37,44.77,1228.64,63.23,37.94,6.16,58.42,16.31,4.02,102.54,159.35,56.81,58.09,6.4,87.38,135.38,48.0,4.67,90.54,30.96,5.27,71.17,102.87,31.7,5.32
484,9.87,49.69,11.23,192.04,421.37,229.33,89.1,34.15,4.63,2785.49,5.82,33.77,1080.88,2.98,64.86,3.63,177.55,355.25,177.7,23.85,0.76,542.28,56.47,1503.41,67.73,32.87,4.66,54.03,15.75,3.3,92.1,149.04,56.94,51.73,6.1,76.72,122.74,46.02,6.1,54.4,28.99,5.33,79.82,135.61,55.79,4.52
486,93.66,40.7,16.69,89.85,145.52,55.67,70.6,22.19,3.53,1904.16,6.1,32.15,1894.03,1.46,55.71,3.84,176.18,360.27,184.09,7.38,0.37,429.92,70.29,1098.53,69.67,34.66,2.81,40.46,11.62,2.24,85.88,132.75,46.87,30.22,4.59,78.34,131.56,53.22,3.76,114.33,54.28,4.83,80.93,152.4,71.47,4.75
487,93.31,41.48,16.79,83.02,127.8,44.78,63.5,21.3,3.49,1785.92,5.48,33.79,1938.59,1.02,58.92,3.33,149.48,295.32,145.84,4.85,0.26,684.96,76.61,1776.28,55.59,29.87,2.41,35.3,8.91,2.51,103.17,175.93,72.76,23.27,3.63,73.93,124.45,50.53,3.7,121.44,70.95,4.52,79.45,146.06,66.61,4.31
488,72.83,29.6,12.57,65.99,92.44,26.45,57.7,16.21,3.66,1924.28,5.93,38.0,1104.38,0.72,52.27,2.84,130.2,243.47,113.27,3.7,0.18,1036.14,80.1,2057.75,47.47,36.78,2.31,37.4,6.73,2.45,93.19,157.54,64.35,18.64,3.46,73.39,126.34,52.95,3.64,114.49,62.06,4.35,86.0,167.5,81.5,4.47
489,54.33,22.26,10.51,75.51,117.7,42.19,53.2,16.33,3.71,2050.97,5.93,33.91,1499.8,0.5,50.45,2.97,143.94,283.37,139.43,3.01,0.13,985.93,75.82,3085.9,49.49,38.98,2.54,35.41,4.71,3.9,101.05,182.07,81.02,14.56,4.59,118.01,238.1,120.09,3.89,116.45,66.66,5.53,123.71,274.4,150.69,4.72
490,46.09,14.08,11.46,96.75,178.64,81.89,53.7,17.21,3.48,1965.54,5.97,32.79,1423.84,0.44,45.73,3.56,162.57,330.13,167.56,2.24,0.09,865.32,80.92,4476.86,47.64,36.54,3.26,36.82,3.33,4.39,122.02,233.89,111.87,18.49,4.36,107.26,197.68,90.41,5.99,125.31,72.17,7.96,244.4,609.74,365.34,6.16
491,55.37,13.65,12.04,111.17,221.91,110.74,58.0,20.3,4.28,1784.83,6.71,38.66,1183.73,4.81,45.23,2.78,132.08,245.39,113.31,4.69,0.06,623.25,89.08,1579.7,71.47,32.63,3.95,48.47,2.88,5.87,122.83,239.04,116.21,28.04,6.88,69.23,111.89,42.66,12.93,208.34,80.97,17.96,289.86,693.91,404.04,6.19
492,65.0,11.02,13.87,124.72,259.49,134.77,83.6,28.09,4.5,1772.59,7.7,41.42,1022.15,14.24,55.3,4.71,187.42,346.43,159.01,6.87,0.04,581.58,108.19,702.92,65.72,20.63,4.56,69.57,3.14,14.22,112.8,192.43,79.63,32.16,6.99,23.83,30.51,6.68,22.15,306.63,105.88,14.88,210.17,447.38,237.22,5.9
493,55.18,24.68,24.38,132.99,272.38,139.39,102.6,44.07,5.29,1780.46,7.99,44.16,863.8,24.8,84.29,3.82,110.03,165.9,55.87,6.96,7.28,479.79,125.2,487.7,65.88,24.3,4.35,83.08,8.68,25.93,97.16,154.82,57.66,28.38,7.0,23.41,29.96,6.55,24.87,150.72,92.75,16.28,167.53,305.64,138.11,11.3
494,83.75,62.81,39.08,140.51,258.27,117.76,102.8,44.16,4.54,1530.98,10.54,46.96,459.47,29.77,90.72,2.91,96.57,138.99,42.42,9.5,6.91,369.83,123.35,505.4,53.59,25.36,3.58,80.79,21.57,19.01,74.67,98.01,23.34,22.33,5.74,34.67,46.43,11.76,23.23,137.37,73.7,14.2,151.35,242.3,90.96,18.06
495,22.34,75.53,23.31,146.2,252.93,106.73,90.4,30.97,4.37,1495.47,9.98,44.64,366.43,27.1,71.74,2.65,95.2,132.42,37.22,10.14,5.42,372.95,116.75,742.1,29.39,13.85,2.59,76.47,26.09,11.42,94.87,122.35,27.48,25.94,3.51,20.35,26.92,6.57,27.27,120.51,73.01,9.52,103.19,148.51,45.32,28.02
496,21.84,61.12,18.39,119.63,187.85,68.22,77.2,24.72,3.89,1358.17,12.25,39.12,238.4,21.11,72.17,2.32,59.79,75.55,15.76,7.45,4.56,378.95,102.89,568.55,23.27,11.15,1.64,63.8,23.33,5.41,87.05,102.99,15.94,31.0,3.57,16.19,20.49,4.3,30.4,84.24,56.83,8.98,94.89,141.07,46.19,29.7
497,82.28,37.53,16.1,75.5,129.34,53.84,57.4,26.01,4.17,1206.57,12.24,36.03,305.25,16.27,67.33,2.12,18.19,29.44,11.25,7.25,8.66,401.86,80.75,591.62,34.29,19.58,1.26,55.03,21.59,3.55,57.65,71.63,13.98,28.08,2.42,16.57,20.1,3.53,32.24,61.05,38.08,7.78,57.59,76.3,18.71,45.0
498,62.2,19.97,10.97,82.22,111.13,28.91,41.2,18.45,4.44,1320.08,8.1,34.98,187.17,12.19,46.53,2.01,27.72,48.69,20.97,5.03,7.35,433.56,64.14,666.75,28.57,27.67,1.36,46.6,18.78,3.42,59.65,87.15,27.5,27.84,1.82,21.65,24.81,3.16,31.66,69.66,27.25,6.79,39.59,49.54,9.95,54.54
499,68.89,11.65,7.5,48.31,63.14,14.83,36.9,12.89,4.4,1399.95,5.63,31.37,169.22,8.68,32.37,2.24,53.49,78.14,24.65,2.91,5.2,523.8,50.19,2244.5,27.09,15.57,1.72,35.22,13.39,5.34,156.61,230.8,74.19,25.0,3.9,50.69,58.92,8.22,22.31,77.82,19.74,8.24,132.98,253.1,120.13,21.05
500,61.82,7.28,7.26,31.6,36.13,4.53,33.7,9.04,4.61,1722.35,5.05,25.76,545.09,6.09,22.71,1.93,91.05,121.09,30.04,1.48,8.46,584.99,36.38,3365.85,40.87,9.28,2.95,27.76,13.18,5.91,261.75,462.61,200.86,22.46,9.02,181.99,337.94,155.95,5.55,61.46,19.36,12.03,152.95,267.86,114.91,5.06
501,46.17,5.22,9.65,90.33,108.97,18.64,42.9,7.32,5.31,1996.88,5.27,22.75,1384.35,4.26,27.74,2.46,117.72,159.29,41.57,1.06,6.33,725.29,31.72,4265.04,52.03,9.84,3.31,29.98,20.27,5.11,207.59,343.96,136.37,44.78,21.58,122.95,197.9,74.95,4.84,115.08,27.27,10.97,158.59,295.64,137.04,4.58
502,44.83,5.24,11.54,115.57,168.29,52.72,51.9,11.06,5.26,2436.46,5.62,32.97,1699.12,2.98,33.87,3.5,157.82,259.19,101.37,1.96,4.43,1328.31,36.08,2158.26,61.66,25.02,4.59,39.92,21.99,4.13,112.56,149.39,36.83,71.09,17.78,87.37,117.64,30.26,6.15,99.38,21.92,8.65,83.58,99.1,15.52,8.31
503,87.34,4.64,11.3,150.92,268.35,117.43,64.2,17.22,4.77,2293.35,5.28,41.33,1406.84,2.08,28.83,4.67,178.67,326.26,147.59,1.11,3.1,1560.54,44.32,5987.06,68.95,36.47,4.15,47.3,24.63,4.35,115.73,167.21,51.48,60.94,7.41,55.74,63.08,7.34,13.33,63.37,15.95,7.6,85.42,112.39,26.97,11.06
504,82.51,5.33,11.44,197.91,406.27,208.36,71.2,15.17,4.6,2416.1,6.0,39.05,1554.98,1.46,48.3,4.96,201.26,392.13,190.87,1.42,12.52,1642.88,52.07,3336.12,60.73,34.6,4.16,53.88,32.83,5.07,128.01,212.79,84.78,46.17,6.51,77.73,102.21,24.48,10.71,70.7,23.78,7.57,135.71,261.72,126.01,4.91
505,77.81,17.87,11.46,251.12,559.9,308.78,72.4,18.64,3.68,2182.58,5.98,40.28,1535.6,1.02,62.63,4.8,188.06,373.45,185.39,1.77,9.57,2441.53,61.62,2415.97,72.22,41.6,3.4,52.88,22.98,3.61,113.86,183.27,69.41,47.42,7.03,166.07,322.48,156.4,4.34,118.74,52.21,7.26,157.77,344.6,186.83,5.06
506,3.88,39.64,11.79,194.06,410.91,216.85,73.2,22.33,3.69,1986.32,5.81,42.89,1171.81,0.82,66.62,4.01,172.88,335.64,162.76,0.98,6.7,1353.76,67.49,3382.83,46.54,45.4,2.44,50.96,16.09,3.47,123.38,211.71,88.33,46.45,5.69,135.29,247.98,112.68,3.87,140.83,59.78,6.05,167.25,368.45,201.2,4.44
508,5.13,31.95,10.54,75.82,108.82,33.0,53.5,13.08,2.81,1611.0,5.72,44.57,697.2,9.04,60.94,2.86,116.32,198.98,82.66,2.02,3.28,2142.72,69.35,2790.88,40.95,39.75,1.8,47.68,10.89,3.57,81.14,107.56,26.42,46.42,3.72,49.01,54.71,5.7,7.33,93.27,47.94,5.53,132.37,292.17,159.79,4.9
