,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,OUT
2228,47.5,14.43,8.04,954.57,41.04,2
2229,46.6,16.19,8.15,977.69,41.36,2
2230,47.4,17.7,8.55,1010.57,37.82,2
2231,44.6,14.19,7.93,949.93,37.7,2
2232,43.0,15.74,7.87,905.0,38.54,2
2233,40.8,15.24,7.69,736.83,53.33,2
2234,31.4,4.83,8.58,820.84,51.61,2
2235,33.3,4.5,8.9,796.59,58.9,2
2236,26.9,4.15,9.16,827.55,56.99,2
2237,28.8,3.4,9.34,834.33,50.74,2
2238,25.4,3.07,9.88,940.04,45.54,2
2239,35.3,2.56,10.43,986.64,41.49,2
2240,26.7,3.78,9.67,1041.28,40.72,2
2241,26.5,7.42,9.07,1075.53,38.19,1
2242,24.7,6.37,9.09,1017.52,40.76,2
2243,29.0,6.03,8.7,970.53,36.34,2
2244,26.4,7.01,8.31,920.67,32.47,2
2245,26.9,5.9,7.89,883.68,33.82,1
2246,24.6,5.7,7.42,835.33,35.08,1
2247,22.8,5.54,7.39,788.6,38.96,1
2248,17.2,5.15,7.25,683.52,41.73,1
2249,15.5,5.7,7.06,626.09,42.51,1
2250,16.3,4.88,6.93,622.69,41.09,1
2251,22.1,5.09,6.76,621.13,36.14,2
2252,20.2,26.16,6.85,771.56,23.96,2
2253,23.1,25.83,7.0,951.5,20.57,2
2254,27.7,19.42,6.91,1029.44,24.6,2
2255,32.3,15.48,7.17,949.48,32.03,2
2256,34.7,11.88,7.25,854.79,41.18,2
2257,32.4,10.13,7.47,816.96,47.06,1
2258,24.5,8.25,7.75,790.43,48.6,1
2259,23.2,5.97,8.2,719.49,55.13,1
2260,19.2,4.18,8.42,737.29,58.21,1
2261,15.4,4.15,8.53,762.5,46.64,2
2262,27.5,3.92,8.79,830.3,49.0,2
2263,28.9,3.3,8.58,919.11,45.68,1
2264,23.2,3.95,8.26,999.64,47.83,2
2265,25.2,3.37,8.08,1179.46,31.28,2
2266,29.7,2.41,7.89,1010.27,31.55,1
2267,24.6,1.69,7.76,1016.19,23.86,2
2268,30.4,5.45,8.53,1209.15,16.18,2
2269,38.2,5.98,8.38,1061.43,23.45,2
2270,33.7,5.95,7.81,957.75,26.55,2
2271,26.1,5.77,7.74,991.25,17.25,2
2272,29.7,5.5,7.31,1030.27,10.27,2
2273,34.0,9.71,7.07,894.92,11.98,2
2274,35.8,10.0,6.93,871.63,10.7,2
2275,35.7,8.9,6.9,790.94,12.04,2
2276,31.3,6.81,7.03,778.34,14.17,2
2277,28.8,11.82,6.94,923.4,14.32,2
2278,40.2,11.4,7.19,913.94,20.19,2
2279,39.0,11.99,7.5,1013.01,21.56,2
2280,41.7,5.6,9.25,824.32,62.8,2
2281,33.4,5.29,9.32,830.66,66.39,2
2282,36.1,4.27,8.92,930.47,63.3,2
2283,45.2,5.77,8.95,1009.71,65.88,3
2284,86.9,7.65,8.6,1086.04,64.33,3
2285,66.8,10.94,8.46,1335.55,40.68,3
2286,59.7,9.65,8.41,1552.29,19.3,3
2287,54.6,17.26,9.02,2288.24,13.48,3
2288,61.7,20.97,8.41,2147.09,15.71,3
2289,53.6,17.52,8.04,1697.04,17.13,2
2290,48.0,19.43,8.67,1514.07,18.11,2
2291,49.5,17.37,8.61,1515.17,10.83,3
2292,53.3,19.23,8.77,1742.61,8.87,3
2293,59.1,16.9,8.5,1548.23,7.98,3
2294,61.4,13.77,8.26,1315.89,9.36,3
2295,51.6,10.21,8.04,1162.61,11.06,3
2296,50.2,6.8,7.94,1035.45,11.25,3
2297,56.2,10.87,8.38,1344.31,10.82,3
2298,64.0,9.28,8.04,1368.36,16.16,3
2299,63.2,10.08,7.95,1192.84,25.2,3
2300,67.4,10.23,8.41,1290.34,22.14,3
2301,61.5,8.63,8.58,1137.97,41.75,3
2302,57.4,8.0,9.08,1049.88,50.09,3
2303,62.9,6.34,9.02,1049.68,48.31,3
2304,58.2,5.8,9.47,1099.29,48.36,3
2305,64.1,10.98,9.31,1092.13,52.78,3
2306,69.0,10.49,9.02,936.39,50.58,3
2307,71.0,7.88,8.3,927.88,43.02,3
2308,87.3,14.87,7.94,1112.39,41.63,4
2309,99.6,39.58,7.72,993.1,35.9,3
2310,85.5,46.9,8.43,971.2,37.11,2
2311,48.6,27.88,7.63,667.55,48.84,2
2312,36.9,20.33,7.51,600.89,52.12,2
2313,32.2,14.95,7.29,565.93,50.36,1
2314,23.1,11.31,7.12,586.93,46.14,1
2315,16.7,8.81,7.2,635.03,36.21,1
2316,13.3,6.84,6.96,755.86,35.42,1
2317,12.3,4.79,7.58,720.35,42.61,1
2318,16.4,3.75,7.78,724.05,46.22,1
2319,11.9,4.74,8.29,785.39,46.45,1
2320,12.3,5.47,8.73,791.02,46.74,1
2321,20.8,5.91,8.9,840.16,43.78,1
2322,21.3,5.81,9.46,1017.52,38.45,1
2323,16.6,4.85,9.52,1121.9,36.37,1
2324,21.3,4.87,9.01,1048.96,35.29,1
2325,15.8,4.71,8.7,1191.83,19.92,1
2326,17.4,6.84,8.34,1119.8,27.96,2
2327,26.6,7.34,7.95,1067.48,27.69,2
2328,25.9,12.14,8.14,1072.65,23.47,2
2329,26.2,11.62,7.71,1080.61,22.9,1
2330,20.2,9.66,7.52,931.84,30.8,1
2331,15.6,9.45,7.29,810.26,39.05,1
2332,17.0,13.48,7.03,740.77,38.95,1
2333,22.3,12.7,6.92,732.32,33.45,2
2334,25.9,9.7,6.69,703.1,32.19,1
2335,20.5,11.3,6.77,740.7,28.93,1
2336,15.5,9.95,6.63,758.97,29.39,1
2337,17.7,7.69,6.79,847.3,25.86,1
2338,22.6,5.84,7.21,878.02,31.18,2
2339,30.5,4.56,7.25,836.88,38.19,2
2340,26.3,3.99,7.74,795.64,47.67,2
2341,26.2,4.44,8.52,747.41,53.88,2
2342,28.4,4.55,8.76,728.3,60.22,2
2343,30.5,4.57,8.77,733.31,62.26,1
2344,22.9,3.87,8.83,850.88,47.94,2
2345,26.5,3.96,8.8,893.17,51.4,1
2346,21.2,4.63,8.38,951.43,53.41,1
2347,19.4,8.51,8.09,1040.01,50.46,1
2348,17.2,8.34,7.87,1204.03,27.87,1
2349,19.5,6.61,7.65,1055.09,35.89,1
2350,15.8,5.19,8.2,1146.75,26.98,1
2351,24.0,7.97,8.99,1151.74,28.1,1
2352,22.5,14.52,8.31,1115.07,24.4,2
2353,28.0,18.22,7.86,1064.68,27.66,1
2354,23.5,14.72,7.63,958.43,32.12,1
2355,18.0,12.38,7.21,877.54,35.38,1
2356,24.9,10.04,7.23,840.52,36.78,1
2357,21.5,7.87,7.0,753.83,37.94,1
2358,22.3,6.12,6.9,762.52,34.16,1
2359,22.8,4.71,6.93,758.76,33.14,2
2360,26.1,4.96,7.08,824.22,29.07,2
2361,32.0,4.47,6.88,786.14,31.13,2
2362,27.6,4.26,7.4,787.79,35.77,1
2363,22.9,3.81,7.26,752.24,41.18,2
2364,25.3,3.02,7.63,764.5,46.85,1
2365,20.8,4.3,8.64,746.8,52.4,1
2366,20.6,3.88,8.93,757.35,53.04,1
2367,18.1,3.17,8.74,773.67,47.95,1
2368,13.8,3.14,8.66,834.82,47.95,1
2369,16.1,3.66,8.28,876.83,46.94,1
2370,18.8,3.58,8.11,1066.7,35.32,1
2371,15.9,6.59,7.81,978.36,40.17,1
2372,11.9,5.65,7.75,934.77,35.52,1
2373,15.1,4.1,7.79,981.68,25.16,1
2374,11.7,9.56,8.22,927.98,36.04,2
2375,19.3,17.55,7.79,936.42,30.99,2
2376,19.9,16.31,7.75,909.42,31.75,1
2377,20.6,12.14,7.34,891.64,30.61,2
2378,28.0,9.74,7.4,830.31,31.62,1
2379,23.4,10.98,7.34,751.12,37.14,2
2380,28.1,9.47,7.01,711.05,37.09,2
2381,29.1,8.3,6.8,725.19,32.21,2
2382,25.4,7.27,6.79,788.93,32.74,1
2383,24.0,6.36,6.98,1019.02,23.62,1
2384,21.1,5.67,7.25,1191.36,21.37,1
2385,22.4,4.36,9.09,932.38,58.62,1
2386,22.0,4.67,8.69,968.18,58.19,2
2387,31.8,3.99,8.72,997.92,57.97,2
2388,32.8,4.08,8.6,1106.17,52.08,2
2389,36.3,3.42,8.42,1160.4,53.08,2
2390,29.2,10.72,8.4,1549.58,29.34,2
2391,32.7,10.89,7.88,1711.84,13.23,2
2392,28.6,7.94,8.3,2135.54,13.86,2
2393,37.0,15.03,8.63,1511.69,30.37,2
2394,44.3,21.78,8.72,1505.15,12.72,2
2395,37.8,22.21,8.54,1614.38,9.28,2
2396,32.7,17.61,8.11,1360.18,12.78,2
2397,33.3,14.26,7.78,1171.66,20.01,2
2398,35.3,8.42,7.49,1154.35,9.09,2
2399,30.5,6.26,7.06,1024.85,11.73,2
2400,33.6,5.37,7.3,1009.14,10.38,2
2401,36.4,5.76,7.39,1249.65,11.17,2
2402,42.9,6.83,7.67,1261.64,14.35,2
2403,38.8,5.68,7.86,1239.06,20.77,2
2404,42.7,4.51,7.86,1149.87,33.15,2
2405,32.0,4.43,7.95,1106.69,39.23,2
2406,35.7,5.28,8.78,1084.53,44.35,2
2407,25.6,17.27,4.66,1423.19,41.4,1
2408,20.5,14.97,6.07,1481.48,35.1,1
2409,16.1,11.75,6.74,1441.53,32.69,1
2410,19.5,12.41,7.21,1350.75,36.78,2
2411,22.2,17.17,7.21,1310.79,34.32,2
2412,26.6,25.76,7.29,1239.14,31.69,2
2413,27.2,24.27,7.76,1247.7,27.58,2
2414,26.2,17.84,8.19,1210.84,26.2,2
2415,24.1,21.57,7.83,1105.61,30.51,2
2416,28.8,18.37,7.67,985.12,33.93,2
2417,26.2,13.6,7.69,917.39,37.48,2
2418,26.9,12.68,7.42,882.72,35.2,2
2419,29.2,10.69,7.15,874.28,34.28,1
2420,24.2,9.48,7.07,1033.89,24.66,2
2421,28.9,7.4,7.03,1248.66,23.5,2
2422,31.6,6.57,7.45,1150.42,42.77,2
2423,26.0,5.2,7.82,1089.1,57.57,2
2424,35.0,5.4,8.88,1047.64,63.39,1
2425,21.3,7.51,8.28,1289.13,35.72,2
2426,27.6,10.37,8.02,1270.03,39.55,2
2427,27.1,10.24,7.74,1176.1,40.89,1
2428,22.1,7.64,7.22,1143.33,32.01,1
2429,18.1,8.4,6.84,1164.09,28.39,1
2430,22.1,7.48,7.28,1428.53,11.95,1
2431,23.7,9.74,7.46,1399.3,21.07,2
2432,27.8,12.34,7.57,1345.43,20.36,1
2433,21.7,13.92,7.96,1266.93,28.48,1
2434,24.9,14.98,7.97,1143.96,32.0,2
2435,26.9,12.89,7.57,1056.64,36.82,2
2436,35.3,12.63,7.32,1001.4,39.03,2
2437,42.2,10.69,7.32,920.17,41.29,2
2438,31.6,8.88,7.02,924.31,38.82,2
2439,30.2,8.18,7.31,976.42,36.56,2
2440,32.9,3.94,9.38,1044.96,69.9,2
2441,34.2,4.79,8.22,1085.38,74.2,2
2442,33.4,4.16,7.93,1151.97,77.56,2
2443,27.8,4.38,7.92,1224.24,74.05,1
2444,23.1,4.24,8.09,1203.27,76.1,2
2445,28.1,7.61,7.67,1232.05,72.23,2
2446,30.1,7.66,7.46,1309.41,41.54,2
2447,31.1,8.94,7.07,1343.77,29.75,2
2448,31.0,7.16,6.78,1420.26,26.32,2
2449,30.9,6.29,6.98,1616.66,11.27,2
2450,25.5,10.24,7.3,1942.27,8.96,2
2451,29.6,9.04,7.75,1969.45,9.32,2
2452,43.0,7.17,7.89,1690.2,11.47,2
2453,45.7,7.73,8.08,1695.84,9.65,2
2454,39.2,5.53,7.34,1362.01,10.99,2
2455,36.4,5.15,7.21,1207.7,13.42,2
2456,38.3,6.89,7.23,1142.75,15.3,2
2457,35.4,6.8,7.22,1133.93,16.19,2
2458,33.5,6.1,7.25,1136.25,29.54,2
2459,34.9,5.4,7.28,1030.16,44.49,2
2460,28.7,5.65,7.55,1094.29,41.95,2
2461,36.6,5.13,8.38,1066.2,61.33,2
2462,34.7,4.46,8.63,1090.09,57.88,2
2463,36.7,10.35,8.62,1062.5,60.15,2
2464,37.1,10.51,8.28,1004.95,56.03,2
2465,40.5,7.88,8.32,966.9,63.35,2
2466,37.8,6.75,8.08,951.0,66.1,2
2467,40.2,5.81,8.29,985.48,51.68,2
2468,37.5,4.38,7.64,1296.9,33.14,2
2469,46.1,4.95,7.51,1207.78,38.08,2
2470,42.5,4.04,7.1,1342.94,28.88,3
2471,52.3,3.38,6.87,1621.49,13.79,3
2472,58.5,10.25,7.09,1937.93,7.95,3
2473,54.9,13.16,7.74,2256.34,8.35,3
2474,51.2,14.76,9.04,1883.98,23.09,3
2475,50.4,30.78,8.9,1587.22,33.44,3
2476,53.9,43.86,8.68,1415.02,38.54,3
2477,54.3,38.79,8.65,1286.67,48.47,3
2478,56.5,42.32,8.26,1184.23,50.28,3
2479,50.3,42.57,7.91,1287.81,30.9,3
2480,55.8,32.42,8.17,1385.0,36.73,3
2481,50.5,23.05,8.3,1450.56,35.08,3
2482,62.3,17.42,8.58,1403.88,45.28,3
2483,55.8,13.86,9.19,1271.99,56.2,3
2484,52.5,11.88,9.48,1171.96,65.87,3
2485,54.1,7.85,9.95,1174.45,61.57,3
2486,50.2,6.12,9.55,1180.43,65.41,3
2487,55.3,4.59,9.05,1172.1,53.33,3
2488,51.3,4.26,8.87,1146.76,51.47,3
2489,53.7,3.25,8.9,1162.57,48.92,2
2490,39.8,2.4,8.29,1240.81,37.28,2
2491,38.7,2.13,7.78,1271.88,26.2,2
2492,39.0,3.35,7.46,1625.97,16.34,2
2493,42.5,7.71,7.49,1783.3,10.13,2
2494,39.8,19.55,7.58,2177.95,8.71,2
2495,45.6,17.12,7.77,2205.75,8.86,2
2496,49.3,19.65,8.06,1727.77,30.21,3
2497,51.3,31.42,8.01,1472.72,35.07,2
2498,47.5,29.67,8.13,1289.98,47.17,2
2499,45.7,22.08,8.16,1147.86,47.44,2
2500,46.0,21.33,8.1,1049.46,44.59,3
2501,48.0,36.12,7.51,976.83,43.04,3
2502,43.1,30.77,7.6,1000.42,36.14,2
2503,41.9,23.16,7.71,1160.19,32.52,2
2504,41.4,16.99,8.03,1354.96,29.39,2
2505,38.1,13.48,8.09,1384.57,36.7,2
2506,46.8,9.84,8.58,1273.23,47.78,2
2507,42.5,6.88,9.12,1210.63,52.42,2
2508,41.7,9.77,9.58,1264.22,62.42,2
2509,42.8,9.8,9.39,1258.53,85.66,2
2510,38.1,3.86,11.73,1121.17,35.06,2
2511,39.1,4.24,12.28,1158.64,30.19,2
2512,47.6,13.48,12.05,1234.87,23.6,2
2513,36.5,18.43,11.72,1331.15,20.3,2
2514,45.1,26.75,11.55,1336.93,19.68,3
2515,47.4,31.38,12.35,1391.01,20.93,3
2516,43.8,31.71,12.7,1332.7,26.71,3
2517,35.8,50.76,13.32,1218.96,22.6,3
2518,34.4,52.99,13.38,1162.08,25.56,3
2519,43.1,42.88,13.41,1041.48,29.73,3
2520,32.9,31.18,13.51,974.78,30.81,2
2521,29.5,23.67,13.37,914.1,31.42,2
2522,22.2,24.11,13.22,891.99,31.26,2
2523,25.7,19.9,13.1,921.9,26.5,2
2524,24.5,16.28,13.25,1074.93,23.01,2
2525,26.3,12.63,13.43,1224.29,20.54,2
2526,31.7,8.1,13.78,990.22,39.08,2
2527,33.2,6.78,13.97,1003.32,40.73,2
2528,29.1,6.26,13.56,1153.99,35.28,2
2529,28.1,5.56,13.22,1169.04,33.84,2
2530,36.4,5.66,13.21,1221.94,30.24,2
2531,33.5,5.21,13.08,1399.16,22.09,2
2532,37.9,4.94,12.92,1521.5,16.96,2
2533,40.5,11.36,12.32,1487.72,12.77,2
2534,35.0,11.07,12.24,1470.17,13.55,2
2535,39.6,27.37,12.94,1325.26,20.44,3
2536,35.7,33.76,13.32,1300.87,16.1,2
2537,32.8,26.71,13.65,1226.2,19.53,3
2538,31.4,30.16,13.61,1094.27,24.37,2
2539,26.3,24.77,13.4,1001.0,25.57,2
2540,27.4,19.15,13.22,934.47,28.55,2
2541,26.9,14.75,13.21,895.39,25.16,2
2542,31.7,11.36,13.0,882.76,27.51,2
2543,26.7,12.14,12.98,913.12,21.4,2
2544,43.6,5.58,13.83,1239.6,34.12,2
2545,41.8,6.34,14.13,1184.86,50.36,2
2546,39.8,6.58,14.13,1163.72,68.35,2
2547,39.7,6.39,13.78,1241.83,68.66,3
2548,37.8,34.87,13.3,1383.06,6.82,3
2549,45.4,30.0,13.66,1220.71,13.07,3
2550,46.3,43.15,14.78,1088.73,21.41,3
2551,42.1,37.35,14.06,933.66,18.97,3
2552,35.8,34.81,13.53,863.71,18.14,2
2553,28.4,27.25,13.82,835.79,19.47,2
2554,35.2,21.97,13.73,830.64,14.62,2
2555,38.4,17.08,13.7,981.14,12.03,2
2556,40.5,5.44,14.32,1001.05,40.08,2
2557,41.4,5.05,15.19,986.65,44.63,2
2558,38.0,4.71,14.79,1033.51,46.15,2
2559,37.8,5.22,14.43,1093.96,45.36,2
2560,46.7,4.36,14.53,1147.55,41.14,2
2561,41.6,5.03,13.68,1199.35,25.01,2
2562,32.7,5.34,13.26,1174.07,19.72,1
2563,24.6,4.08,13.09,1140.41,16.76,2
2564,32.2,6.9,13.7,1153.92,17.74,2
2565,32.1,15.47,13.59,1088.88,20.64,2
2566,35.4,24.14,13.59,1093.49,20.0,2
2567,31.4,22.09,13.31,1071.41,18.95,2
2568,28.8,21.83,13.36,994.35,25.0,2
2569,28.8,17.14,13.09,964.56,24.68,2
2570,28.5,13.5,12.91,874.52,28.76,2
2571,28.3,10.56,12.84,824.12,27.51,2
2572,26.2,7.89,12.78,787.91,30.58,2
2573,25.2,10.05,12.87,818.87,24.26,1
2574,24.0,9.06,13.18,986.4,16.21,1
2575,20.7,4.35,13.43,888.32,37.93,2
2576,31.1,3.22,13.44,867.75,37.87,2
2577,37.0,3.36,13.56,843.55,41.85,2
2578,26.4,4.45,13.02,982.29,36.64,1
2579,23.3,11.05,11.78,1090.76,21.7,2
2580,18.3,15.71,12.04,1183.07,16.57,3
2581,36.7,37.1,13.63,1072.74,24.29,3
2582,32.6,37.49,13.52,969.88,24.6,3
2583,34.4,30.73,13.38,901.26,27.31,2
2584,31.2,27.97,13.45,861.85,27.57,2
2585,29.1,23.19,13.55,803.52,28.09,2
2586,26.5,23.49,13.47,794.43,27.44,2
2587,19.2,18.41,13.18,751.88,29.05,1
2588,16.1,14.32,13.25,791.24,25.13,1
2589,12.8,11.37,13.23,760.93,28.84,1
2590,21.4,6.03,13.84,747.37,43.82,2
2591,25.3,4.73,13.24,803.42,45.45,1
2592,24.7,5.04,13.01,909.37,43.86,2
2593,31.9,4.76,12.69,929.88,43.52,1
2594,24.8,4.04,12.53,862.34,44.92,1
2595,19.8,3.73,12.82,902.59,33.1,2
2596,25.4,3.04,12.45,874.98,35.74,1
2597,21.5,4.19,11.83,901.09,23.98,2
2598,25.1,4.66,11.18,1303.46,6.48,2
2599,33.4,16.79,12.15,1889.5,3.41,2
2600,42.1,15.92,12.4,1778.29,1.68,3
2601,35.3,39.52,12.34,1460.98,15.94,3
2602,33.6,36.06,12.63,1244.34,22.35,2
2603,41.6,27.07,12.86,1019.53,33.69,2
2604,34.6,20.3,13.41,889.06,36.96,2
2605,26.1,17.04,13.56,764.02,38.55,2
2606,28.8,12.75,13.12,747.5,25.3,2
2607,34.6,10.06,13.25,721.87,30.07,2
2608,26.9,7.55,13.49,926.9,18.5,2
2609,38.9,5.9,13.86,889.65,27.53,2
2610,48.7,5.28,13.74,843.28,27.66,2
2611,46.6,4.21,13.83,808.05,37.04,2
2612,40.7,3.01,14.1,756.23,30.84,2
2613,46.1,3.78,14.63,778.17,39.2,2
2614,47.4,3.95,14.09,755.53,36.06,2
2615,47.6,3.31,13.25,739.39,41.51,2
2616,46.0,8.09,11.2,571.58,53.9,2
2617,32.3,9.72,11.71,600.78,34.74,2
2618,28.9,8.85,10.71,828.69,14.91,1
2619,23.3,8.28,10.82,888.88,16.37,2
2620,34.1,7.25,11.25,855.16,30.6,2
2621,28.0,9.61,11.49,839.47,25.03,2
2622,25.8,8.78,11.69,787.34,30.18,2
2623,26.2,6.63,11.86,771.31,21.35,2
2624,30.8,5.06,12.41,874.93,6.43,2
2625,33.3,12.72,12.91,986.24,12.74,2
2626,33.6,7.17,13.18,938.86,27.79,2
2627,43.4,5.69,12.72,799.19,36.61,2
2628,37.9,4.58,12.96,730.32,44.1,2
2629,44.0,4.25,12.64,659.98,46.7,2
2630,35.9,3.67,12.35,574.13,43.56,2
2631,39.9,3.44,12.31,509.11,42.37,2
2632,38.5,3.69,13.06,511.76,39.73,2
2633,35.6,3.39,12.98,503.64,36.25,2
2634,31.5,6.9,12.95,582.41,30.99,2
2635,31.6,6.77,11.83,657.17,20.76,2
2636,28.0,6.25,10.92,760.55,10.21,2
2637,27.6,11.13,12.09,695.0,33.05,2
2638,36.7,10.76,11.51,767.97,27.33,2
2639,36.7,9.56,11.31,906.77,10.82,2
2640,33.0,16.05,11.92,947.23,16.95,2
2641,34.6,17.88,12.42,1147.24,1.04,2
2642,42.1,25.57,12.52,1129.69,0.74,3
2643,31.2,33.19,13.57,905.36,12.38,2
2644,27.3,28.11,13.46,760.77,22.88,2
2645,20.8,21.67,13.79,708.1,14.99,2
2646,18.3,15.68,13.44,696.54,11.52,2
2647,32.0,15.84,13.2,969.66,9.52,2
2648,44.1,8.03,14.09,822.29,44.42,2
2649,45.0,7.97,13.51,785.86,45.44,3
2650,50.4,6.57,13.09,817.06,37.9,2
2651,40.8,6.32,11.77,636.0,43.21,2
2652,38.6,5.11,12.65,601.89,38.87,2
2653,37.7,8.86,12.96,506.47,36.99,2
2654,39.2,8.97,13.15,598.75,33.55,2
2655,42.6,7.93,12.4,700.75,24.42,2
2656,41.8,11.85,12.07,628.96,32.35,2
2657,39.3,10.16,10.83,705.47,12.65,2
2658,31.9,11.28,11.16,954.44,7.86,2
2659,35.8,13.46,11.41,1106.78,1.25,2
2660,29.1,14.11,12.06,1032.63,12.75,2
2661,30.9,12.72,12.37,1003.64,17.64,2
2662,34.1,19.74,12.53,901.09,19.78,2
2663,29.6,23.49,12.47,825.33,18.87,2
2664,30.0,19.34,12.77,680.26,28.74,2
2665,35.9,16.04,12.64,595.14,29.54,2
2666,32.8,17.51,12.48,605.12,17.56,2
2667,32.5,14.8,12.89,743.31,4.22,2
2668,34.8,13.36,13.06,890.19,5.7,2
2669,32.8,11.11,12.86,900.76,13.78,3
2670,52.1,7.73,14.46,836.93,59.14,3
2671,51.7,7.51,15.43,884.51,54.32,2
2672,47.3,7.62,14.54,852.56,69.39,2
2673,44.3,7.62,13.58,895.79,67.01,2
2674,43.9,10.61,12.99,852.99,43.35,2
2675,40.3,10.76,13.37,770.43,40.31,2
2676,36.6,8.84,13.54,892.76,32.7,3
2677,53.5,7.85,14.8,879.43,38.37,3
2678,88.6,7.75,10.51,978.08,18.14,3
2679,66.0,15.8,11.56,1685.22,0.53,3
2680,61.1,14.68,12.28,2190.67,0.07,3
2681,65.0,14.15,12.85,2244.54,0.35,3
2682,59.5,12.87,12.83,2097.59,0.14,3
2683,61.8,19.15,13.13,1580.78,0.01,3
2684,63.3,17.22,13.03,1465.13,0.01,3
2685,58.1,13.11,12.79,1266.98,0.04,3
2686,51.1,9.86,12.6,1005.7,2.34,2
2687,46.6,13.31,12.49,927.5,1.57,3
2688,51.3,11.58,12.57,965.03,2.93,3
2689,53.2,14.21,12.94,1128.96,9.28,3
2690,54.2,12.06,13.1,1088.65,22.83,3
2691,58.7,10.65,13.2,1008.58,31.91,3
2692,56.0,8.69,13.46,933.42,39.21,2
2693,49.8,7.42,13.72,877.96,47.16,3
2694,52.3,7.43,13.2,800.25,55.62,2
2695,42.7,7.87,12.79,831.11,55.14,2
2696,41.6,8.8,12.51,781.8,50.73,2
2697,41.0,6.9,12.94,706.4,46.31,2
2698,32.3,6.5,12.4,674.8,41.35,2
2699,39.5,11.32,12.04,728.57,24.3,2
2700,36.9,9.9,11.65,684.23,21.88,2
2701,29.2,7.02,10.8,873.08,9.07,2
2702,37.9,9.14,11.72,975.76,9.58,2
2703,30.4,16.18,12.52,1106.23,6.62,2
2704,33.5,21.26,11.92,1092.12,11.0,2
2705,35.6,17.65,12.16,1048.05,18.64,2
2706,30.0,21.35,12.41,871.71,24.06,2
2707,29.6,20.54,13.0,766.05,28.69,3
2708,27.2,36.24,12.92,685.39,31.9,3
2709,31.1,31.3,12.77,680.7,34.05,2
2710,29.4,22.6,12.6,656.86,32.09,2
2711,30.6,18.27,12.65,663.0,26.88,2
2712,26.2,18.99,12.9,735.17,23.63,2
2713,28.3,20.39,13.6,836.28,21.77,2
2714,36.9,16.65,13.59,845.85,26.66,2
2715,41.7,12.29,13.52,810.55,35.27,3
2716,57.2,10.69,13.65,784.84,41.24,2
2717,44.2,8.59,13.61,798.71,46.07,2
2718,39.5,7.96,13.47,793.55,57.76,2
2719,33.6,6.17,12.69,757.19,60.46,2
2720,28.3,10.08,12.7,759.92,58.1,2
2721,44.1,10.68,12.89,758.12,50.42,2
2722,41.4,9.48,12.49,710.42,47.24,2
2723,33.1,9.21,12.55,612.36,43.87,2
2724,29.5,8.95,11.69,647.16,30.7,2
2725,26.9,6.75,10.81,785.91,12.36,1
2726,20.5,11.41,11.24,1016.94,4.16,2
2727,29.6,11.35,13.11,1044.5,8.31,2
2728,29.4,13.97,12.75,1051.7,11.31,2
2729,35.8,17.14,12.8,969.36,19.18,3
2730,27.6,38.92,12.94,869.72,25.85,3
2731,26.2,42.27,13.14,728.18,32.6,3
2732,21.1,38.16,12.71,672.26,34.72,3
2733,28.4,30.57,12.78,606.55,36.42,2
2734,20.8,22.72,12.89,641.02,29.8,2
2735,18.2,16.47,12.76,622.7,29.58,1
2736,22.2,12.61,12.99,597.71,29.93,1
2737,21.3,9.27,12.91,591.29,35.44,2
2738,26.6,9.03,12.95,612.66,35.46,1
2739,24.9,8.58,13.22,574.26,43.9,1
2740,19.1,6.36,13.68,566.88,53.62,2
2741,27.3,6.54,13.67,627.95,58.3,2
2742,26.3,5.43,13.0,614.56,65.03,1
2743,21.3,5.75,12.66,631.01,64.05,1
2744,22.4,6.65,12.99,666.83,62.27,2
2745,27.0,7.27,12.33,699.78,56.0,1
2746,23.3,7.4,11.97,841.66,43.3,1
2747,18.6,6.55,11.59,788.18,32.48,1
2748,20.9,4.81,11.85,817.92,26.29,2
2749,24.2,16.24,12.22,927.9,23.07,2
2750,22.4,25.85,12.52,962.92,26.12,2
2751,27.4,21.09,12.78,866.93,31.76,2
2752,27.1,24.95,13.04,801.52,26.54,2
2753,22.1,21.09,13.16,699.15,26.29,2
2754,24.1,16.64,13.26,664.72,29.55,1
2755,21.0,12.42,12.76,607.13,31.43,1
2756,23.2,10.87,12.68,565.49,34.58,2
2757,30.5,8.19,12.7,574.99,30.97,2
2758,41.0,6.88,12.45,640.13,23.97,2
2759,32.7,6.18,12.64,797.79,15.72,2
2760,36.7,5.39,13.07,979.59,16.52,2
2761,38.4,4.55,13.75,979.28,19.21,2
2762,37.5,3.4,13.41,843.21,31.93,2
2763,40.4,2.74,13.44,812.09,40.6,2
2764,39.7,3.07,13.65,775.1,46.87,2
2765,39.2,2.74,14.03,800.14,47.67,2
2766,34.4,2.48,13.24,779.13,50.69,2
2767,28.5,9.14,13.23,790.58,49.98,2
2768,33.5,10.32,12.97,759.08,44.15,2
2769,36.7,9.47,12.88,861.95,31.01,2
2770,27.7,8.49,12.21,879.68,26.09,2
2771,27.4,6.91,11.78,974.99,16.44,1
2772,20.9,8.62,11.65,923.47,19.36,1
2773,23.5,8.36,12.05,925.87,16.33,1
2774,24.4,7.56,12.74,943.41,17.86,1
2775,19.6,14.29,12.78,927.17,21.18,2
